observation_id	original_f_id	root_id	relation	observation_severity	normalized_severity	workstream	category	owner	source_evidence	finding
F-957#01	F-957	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/compat/compat.module.ts:59–84,103–118,156–170,226–232,379–443,521–531,591–712`	Most compat mutations have no visible `Idempotency-Key`, transaction boundary or durable event, including chat, meds, wearables, vaccines, support, audit, notes and shortage reports.
F-966#01	F-966	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/booking-ops/booking-ops.module.ts:26–36,152–160`	Booking attachments store caller-provided base64 directly in Mongo with no visible size/MIME/content/malware/encryption/retention validation or idempotency.
F-976#01	F-976	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Admin	`src/modules/compat/admin-spa.module.ts:197–220`	Shift creation accepts raw facility/staff/date/start/end/role values without date/timezone, overlap, facility membership or idempotency validation.
F-1026#01	F-1026	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/admin-web-core/schemas/provider.schema.ts:6–30`	No schema-level indexes are declared for provider identity, license identifiers or active/verified lookup, increasing duplicate and stale-eligibility query risk.
F-1035#01	F-1035	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/feature-flags/feature-flag.schema.ts:4–10`	FeatureFlag has only a unique key and boolean enabled state; it cannot represent contract-blocked, degraded, expired, emergency-disabled or approval-pending states required by the audit policy.
F-1080#01	F-1080	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seo/repositories/homecareservice.repository.ts:8–13`	Generic inherited operations provide no optimistic versioning or audited approval transition for service edits and publication races.
F-1090#01	F-1090	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seo/repositories/medicine.repository.ts:8–13`	No versioning/audit/conflict policy exists for medicine catalog edits that can race with SEO generation or indexing.
F-1119#01	F-1119	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/notifications/processors/mail.processor.ts:9–13`	The processor passes the OTP code directly to the mail service with no replay/deduplication identity or one-time delivery guarantee at this layer.
F-1131#01	F-1131	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Patient Mobile	`src/modules/realtime/realtime.sse.ts:19–24,31–36`	Both streams expose `Date.now()` connection/heartbeat data but no sequence, cursor or replay protocol, so reconnects can lose or duplicate security-relevant events.
F-1134#01	F-1134	RD-0061	unverified-runtime	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/realtime/realtime.sse.ts:18–23,32–35`	Raw `any` casts for EventEmitter and event payload bypass compile-time contracts and permit producer-consumer schema drift.
F-1149#01	F-1149	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`src/modules/recruitment/recruitment.module.ts:199–217,280–284`	Application status update has only a value allowlist; it does not enforce legal transitions, actor role matrix, idempotency, compare-and-set or audit decorator.
F-1153#01	F-1153	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/ratings/ratings.module.ts:25–44`	Duplicate prevention is find-then-update/insert without unique index, transaction or idempotency; concurrent requests can create multiple ratings for one user/entity.
F-1156#01	F-1156	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/ratings/ratings.module.ts:47–57`	`recompute` updates all profiles matching either `user_id` or `account_id` and runs outside the rating write, risking cross-profile updates and stale denormalized averages on partial failure/race.
F-1159#01	F-1159	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/ratings/ratings.module.ts:25–44,89–93`	Rating submit/update lacks idempotency and audit metadata, so client retries can alter comments/scores without a stable mutation record.
F-1163#01	F-1163	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`src/modules/ratings/ratings.module.ts:14–15,25,48–68`	No index/unique-index registration is shown for user/entity/provider keys or provider/status/time query paths, leaving correctness and performance dependent on external DB state.
F-1170#01	F-1170	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/repositories/pharmacyinventory.repository.ts:8–13`	No audit/provenance marker distinguishes seeded data from operational inventory changes, weakening rollback and forensic traceability.
F-1185#01	F-1185	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/repositories/user.repository.ts:8–13`	No deterministic reconciliation key, uniqueness/idempotency or duplicate policy is defined for rerunning user seed data.
F-1186#01	F-1186	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/repositories/user.repository.ts:8–13`	No activation/verification/role/credential lifecycle is enforced; seeded user state could be mistaken for verified production identity state.
F-1193#01	F-1193	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/repositories/patientprofile.repository.ts:8–13`	No deterministic reconciliation key, uniqueness/idempotency or duplicate policy is defined for rerunning patient profile seed data.
F-1211#01	F-1211	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/repositories/systemconfig.repository.ts:8–13`	No optimistic versioning or compare-and-set policy prevents stale seed/config writes from overwriting live settings.
F-1238#01	F-1238	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/seed.module.ts:21–35`	No transaction/session, batch limit, idempotency, retry or partial-failure policy is wired for multi-collection seed runs.
F-1253#01	F-1253	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/seed/seed.data.ts:5–299`	No dataset schema validation, enum validation, date/phone/license validation or duplicate detection is present in the data module.
F-1288#01	F-1288	RD-0061	derived-from	P2	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`src/modules/provider-jobs/provider-jobs.module.ts:8–21,254–288`	Large compressed provider declarations and broad any casts reduce auditability of a high-impact cross-domain control plane.
F-1341#01	F-1341	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Admin	`src/scripts/seed-admin.ts:38–50`	Script checks phone but not existing email conflicts before inserting a lowercased email, risking duplicate/ambiguous identity credentials.
F-1350#01	F-1350	RD-0061	derived-from	P2	P0	platform/identity/audit	state/concurrency/idempotency	Admin	`src/scripts/seed-admin.ts:1–14`	Documentation names a “secure” replacement and claims idempotency without documenting permissions, database selection, unique-index prerequisite or operational rollback.
F-1355#01	F-1355	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/scripts/verify-production.ts:26–30`	Mongo check relies only on global connection `readyState`; it does not verify selected database identity, TLS, auth, indexes, migrations or read/write permissions.
F-1383#01	F-1383	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/mental-health/repositories/moodentry.repository.ts:8–13`	No idempotency or duplicate policy is defined for repeated mood-entry submissions.
F-1390#01	F-1390	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/mental-health/repositories/meditationsession.repository.ts:8–13`	No deterministic session key, idempotency or duplicate policy is defined for repeated session creation/events.
F-1399#01	F-1399	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/mental-health/repositories/breathingsession.repository.ts:8–13`	No deterministic session/event key, idempotency or duplicate policy is defined for repeated breathing-session submissions.
F-1408#01	F-1408	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/mental-health/repositories/crisiscontact.repository.ts:8–13`	No duplicate, primary/backup, ordering or active/revoked invariant is defined for crisis contacts.
F-1418#01	F-1418	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/maternity/repositories/maternityprofile.repository.ts:8–13`	No pregnancy-state invariants, gestational-date consistency, delivery/closure or supersession lifecycle is defined in the repository.
F-1420#01	F-1420	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/maternity/repositories/maternityprofile.repository.ts:8–13`	No idempotency or duplicate policy is defined for repeated profile creation/update submissions.
F-1427#01	F-1427	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/waterlog.repository.ts:8–13`	No deterministic day/event key, duplicate policy or idempotency is defined for repeated hydration entries.
F-1437#01	F-1437	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/meallog.repository.ts:8–13`	No deterministic day/event key, duplicate policy or idempotency is defined for repeated meal submissions.
F-1441#01	F-1441	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/meallog.repository.ts:8–13`	No repository-level invariant guarantees daily calories/macros or nutrition-goal aggregates remain consistent after updates/deletes.
F-1447#01	F-1447	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/nutritionprofile.repository.ts:8–13`	No idempotency or deterministic patient/profile key is defined for repeated profile creation/update submissions.
F-1448#01	F-1448	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/nutritionprofile.repository.ts:8–13`	No repository-level invariant guarantees nutrition goals remain consistent with water/meal logs and later profile edits.
F-1456#01	F-1456	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/nutrition/repositories/exerciselog.repository.ts:8–13`	No deterministic day/event key, duplicate policy or idempotency is defined for repeated exercise submissions or wearable syncs.
F-1466#01	F-1466	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/livekit/repositories/callsession.repository.ts:8–13`	No deterministic booking/session uniqueness, duplicate or idempotency policy is defined for repeated call creation/join events.
F-1467#01	F-1467	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/livekit/repositories/callsession.repository.ts:8–13`	No optimistic versioning or conflict handling prevents concurrent end/rejoin/revoke updates from losing session state.
F-1479#01	F-1479	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/livekit/repositories/callmetric.repository.ts:8–13`	No aggregation/reconciliation invariant guarantees stored metrics match call-session quality or billing summaries.
F-1528#01	F-1528	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/ops/metrics.interceptor.ts:48–52`	Global telemetry executes after response completion/error through RxJS tap but has no guarantee for streams, aborted clients or headers-sent paths.
F-1534#01	F-1534	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familygroup.repository.ts:8–13`	No duplicate-member or unique group identity invariant is enforced, allowing repeated membership or ambiguous group lookup absent external indexes.
F-1535#01	F-1535	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familygroup.repository.ts:8–13`	No atomic membership mutation or optimistic versioning prevents concurrent invite/add/remove/role changes from losing or corrupting membership state.
F-1538#01	F-1538	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familygroup.repository.ts:8–13`	No idempotency or replay policy is defined for family invitations, acceptance, removal or role updates.
F-1545#01	F-1545	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familypermissionrequest.repository.ts:8–13`	No pending/accepted/rejected/expired/revoked state machine or expiry lifecycle is defined.
F-1546#01	F-1546	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familypermissionrequest.repository.ts:8–13`	No duplicate pending-request or unique requestor/recipient/scope invariant is enforced absent external indexes.
F-1548#01	F-1548	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/familypermissionrequest.repository.ts:8–13`	No idempotency or replay policy is defined for invitation, acceptance, rejection or revocation actions.
F-1557#01	F-1557	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/sharedcalendarevent.repository.ts:8–13`	No duplicate, recurrence, overlap or deterministic event identity policy is defined absent external indexes.
F-1559#01	F-1559	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/family/repositories/sharedcalendarevent.repository.ts:8–13`	No idempotency or replay policy is defined for shared-event create/update/cancel and reminder generation.
F-1573#01	F-1573	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.seed.ts:1–140`	No idempotent seed identity/reconciliation key or change audit is present; repeated imports could duplicate or silently overwrite catalog truth.
F-1584#01	F-1584	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/schemas/home-care-booking.schema.ts:29–31`	Status enum does not itself enforce legal transitions, actor permissions, timestamps or transition provenance.
F-1633#01	F-1633	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/nursingvisitreport.repository.ts:8–13`	No draft/signed/finalized/locked/amended lifecycle or clinician signing authority is represented.
F-1636#01	F-1636	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/nursingvisitreport.repository.ts:8–13`	No source/device/measurement provenance or tamper/replay policy is defined for clinical observations.
F-1657#01	F-1657	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/medicalsupplyrequest.repository.ts:8–13`	No request/item idempotency, deterministic identity or replay policy is defined for offline retries and repeated fulfillment commands.
F-1678#01	F-1678	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/care/repositories/user.repository.ts:8–13`	No account-status, identity-verification, suspension, deletion or credential-rotation lifecycle is represented.
F-1680#01	F-1680	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/care/repositories/user.repository.ts:8–13`	No optimistic versioning or conflict policy prevents concurrent profile, role or status updates from losing security-relevant changes.
F-1681#01	F-1681	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/care/repositories/user.repository.ts:8–13`	No idempotency/replay policy is defined for care-linked user mutations such as verification, status or profile updates.
F-1685#01	F-1685	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/care/repositories/user.repository.ts:8–13`	No authentication-sensitive transaction boundary is defined for password/token/status changes, allowing partial caller-level updates to create inconsistent account security state.
F-1702#01	F-1702	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No draft/approved/active/paused/completed/closed lifecycle, effective date or supersession policy is defined.
F-1716#01	F-1716	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/delivery.repository.ts:8–13`	No idempotency/replay or deterministic delivery command policy is defined for assignment, status, proof or retry operations.
F-1728#01	F-1728	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/user.repository.ts:8–13`	No optimistic versioning or conflict policy prevents concurrent driver status, capability or assignment changes from overwriting security-relevant data.
F-1729#01	F-1729	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/user.repository.ts:8–13`	No idempotency/replay policy is defined for driver verification, profile, capability or status mutations.
F-1734#01	F-1734	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/user.repository.ts:8–13`	No authentication-sensitive transaction boundary is defined for driver credential/status/role changes.
F-1737#01	F-1737	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/drivershift.repository.ts:8–13`	No timezone, start/end validity, overlap uniqueness or driver capacity invariant is enforced.
F-1741#01	F-1741	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/drivers/repositories/drivershift.repository.ts:8–13`	No idempotency/replay or deterministic shift command policy is defined for opening, updating, closing or syncing shifts.
F-1769#01	F-1769	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`scripts/seed-loyalty.ts:18–111`	Challenge and reward definitions lack redemption limits, per-user eligibility, expiration, revocation, abuse controls or idempotent redemption linkage.
F-1779#01	F-1779	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`scripts/deploy.sh:20–22`	The script comment advertises migrations/seeds but no migration or seed execution/locking/reconciliation is implemented.
F-1876#01	F-1876	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`scripts/db-backup-restore.sh:21–30`	Backup has no lock, atomic temporary-to-final publish, consistent snapshot/replica semantics or rapid-rerun collision policy.
F-1884#01	F-1884	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`scripts/db-backup-restore.sh:27–34,48–56`	Error handling does not preserve structured failure evidence or distinguish partial dump/restore states for recovery automation.
F-1914#01	F-1914	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`scripts/seed_test_providers.ts.bak:90–100`	Error/complete logs provide no structured partial-seed state, target identity or cleanup evidence.
F-1936#01	F-1936	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/server.py:837–845`	Vitals are appended without physiological bounds, timestamp validation, duplicate/idempotency or clinician/audit semantics.
F-1937#01	F-1937	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/server.py:859–880`	Reminders accept arbitrary dose/times/dates and delete by ID+user but lack validation, timezone, overlap, idempotency and audit.
F-1939#01	F-1939	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/server.py:900–921`	Doctor rating aggregation is read-then-write and can race/stale; admin approval/deletion has no versioned audit.
F-1942#01	F-1942	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/server.py:975–979`	Admin doctor verification updates doctor and user separately, exposing inconsistent approval/identity state on partial failure.
F-1962#01	F-1962	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/seed_dev.py:512–533`	`count_documents({}) == 0` gates each collection independently; partial or stale/corrupt data is silently left in place and collections can be inconsistently populated.
F-1963#01	F-1963	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/seed_dev.py:514–533`	No transaction, lock, rollback, unique-index assertion or compensation protects cross-collection seed insertion.
F-1981#01	F-1981	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/ai_service.py:284–290`	Barcode confidence threshold of 0.4 is not calibrated or independently validated for medicine identity/safety.
F-1995#01	F-1995	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/nestjs_proxy.py:34–37`	Upstream response headers are copied broadly, allowing unsafe/duplicate cookie, cache, security and transport semantics.
F-1997#01	F-1997	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/nestjs_proxy.py:14–15`	Module-global HTTP client has no explicit shutdown close hook, health state or circuit breaker/backpressure.
F-2013#01	F-2013	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/ai_routes.py:30,71–184`	AI routes duplicate other FastAPI AI implementations and can diverge in auth, fallback and safety semantics.
F-2023#01	F-2023	RD-0061	unverified-runtime	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/setup_server.sh:28–51`	Node.js, PM2, Python and system packages are installed without pinned versions, lockfile/SBOM or vulnerability verification.
F-2032#01	F-2032	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/requirements.txt:1–29`	No hashes, lock/constraints file, approved package index, SBOM, vulnerability policy or dependency provenance is declared.
F-2047#01	F-2047	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/import_etl_products.py:100–105`	Importer drops the entire target collection before import without dry-run, backup, atomic swap, confirmation, quiescence or rollback.
F-2058#01	F-2058	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`infra/fastapi/import_etl_products.py:87–95,170–198`	Exceptions outside handled bulk writes can bypass structured cleanup; client close is only on the normal path.
F-2064#01	F-2064	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`package.json:1–108`	No package-manager/version/engine/lockfile integrity/SBOM/provenance policy is declared in the package contract.
F-2068#01	F-2068	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`package.json:83–89,91–107`	Jest uses Jest 30 with ts-jest 29 and broad caret ranges without documented compatibility or locked resolution.
F-2074#01	F-2074	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`package.json:16–67`	No centralized dependency policy prevents duplicate JWT, HTTP, queue or storage implementations from drifting.
F-2149#01	F-2149	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`ENVIRONMENT.md:29–49,124–155`	Multiple email/SMS/push providers and duplicate Firebase/FCM variables lack authoritative selection, fallback truth, delivery audit and credential-rotation policy.
F-2207#01	F-2207	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Patient Mobile	`todo.md:1020–1029`	Native signed builds, physical devices, device farm, permissions, deep links, push, calls, GPS and lifecycle remain blocked/open.
F-2213#01	F-2213	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`todo.md:1–120,621–831,962–1104`	Historical phase numbering and repeated/duplicated sections make checkbox status non-canonical and require a generated normalized status register.
F-2222#01	F-2222	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`package-lock.json` root metadata	No package manager/npm version or registry policy is encoded in the lockfile.
F-2229#01	F-2229	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`package-lock.json:1–18299`	No package-lock diff review, owner approval or dependency exception workflow is encoded.
F-2272#01	F-2272	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/schemas/hospital-staff.schema.ts:20–21`	Role enum is not linked to capability scopes, provider type, least privilege or role-transition audit.
F-2281#01	F-2281	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/schemas/hospital-branch.schema.ts:29–30`	`is_active` defaults true without approval, verification, operating-state or deactivation metadata.
F-2289#01	F-2289	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/schemas/hospital-department.schema.ts:8–21`	No compound uniqueness prevents duplicate department/specialty records within a hospital branch.
F-2293#01	F-2293	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/schemas/hospital-invitation.schema.ts:15–32`	No uniqueness/idempotency key prevents duplicate active invitations for one facility/invitee/role.
F-2321#01	F-2321	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	QA	`src/modules/care/tests/appointments-states.spec.ts:66–75,100–108`	No notification, event replay, audit history persistence or failure-compensation test is present beyond one mocked emit assertion.
F-2330#01	F-2330	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/services/hospital.service.spec.ts:40–50`	Appointment status update test does not validate allowed state transitions, terminal states, before/after history, audit event or invalid status input.
F-2332#01	F-2332	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/hospital/services/hospital.service.spec.ts:4–51`	No invitation acceptance/staff provisioning, duplicate membership, role capability or revocation workflow is tested.
F-2337#01	F-2337	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`src/modules/realtime/realtime.gateway.authorization.spec.ts:41–58`	Room tests cover one patient identity only and omit doctor, provider aliases, family booker, admin scope and foreign facility cases.
F-2339#01	F-2339	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	QA	`src/modules/realtime/realtime.gateway.authorization.spec.ts:50–70`	Queue admission/leave tests inspect an in-memory private map and do not prove cross-process consistency, duplicate prevention, locking or durable queue state.
F-2340#01	F-2340	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	QA	`src/modules/realtime/realtime.gateway.authorization.spec.ts:60–64`	Terminal-state coverage is one `COMPLETED` case and does not cover every forbidden appointment state/window or stale/missing record.
F-2347#01	F-2347	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/prescriptions/prescriptions.authorization.spec.ts:267–298`	Creation links prescription to appointment using mocked updateOne but does not prove atomic prescription creation + appointment linkage or rollback.
F-2348#01	F-2348	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	QA	`src/modules/prescriptions/prescriptions.authorization.spec.ts:87–299`	No idempotency/replay or concurrent duplicate-creation/transition/substitution coverage exists.
F-2351#01	F-2351	RD-0061	blocked-by-decision	P1	P0	platform/identity/audit	state/concurrency/idempotency	Provider	`src/modules/prescriptions/prescriptions.authorization.spec.ts:113–138`	Provider identity coverage uses selected aliases but does not cover inactive/revoked provider, account/profile mismatch variants, wrong appointment status or cross-facility doctor.
F-2357#01	F-2357	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/webhooks/webhooks.service.spec.ts:11–24,56–65`	Webhook spec uses an in-memory mocked Redis store and cannot prove atomic replay protection, TTL or multi-instance race behavior.
F-2360#01	F-2360	RD-0061	derived-from	P0	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/webhooks/webhooks.service.spec.ts:46–81`	Provider signature canonicalization, encoding/case, timestamp/nonce freshness and key rotation are not covered.
F-2361#01	F-2361	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/webhooks/webhooks.service.spec.ts:31–94`	No payload schema/unknown-event/malformed-JSON/duplicate-ID-with-different-payload validation is tested.
F-2363#01	F-2363	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/webhooks/webhooks.service.spec.ts:16–23`	Redis unavailable/expire failure behavior is untested and may affect fail-open versus fail-closed replay handling.
F-2365#01	F-2365	RD-0061	derived-from	P1	P0	platform/identity/audit	state/concurrency/idempotency	Backend	`src/modules/webhooks/webhooks.service.spec.ts:84–94`	SMS timing-safe claim is not measured and no length/encoding/replay/transport binding is tested.
F-2371#01	F-2371	RD-0061	blocked-by-decision	P0	P0	platform/identity/audit	state/concurrency/idempotency	Platform	`src/modules/livekit/livekit.followup.spec.ts:35–122`	No token revocation, cancellation/completion invalidation, replay or duplicate device/session coverage exists.
