requirement_id,route_or_surface,declared_plan_status,token_evidence_files,static_assessment,assessment_reason,plan_boundary,completion_definition
PM-150,maternity/ovulation-tracker,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-151,maternity/pregnancy-tracker,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/services.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-152,mental-health/breathing,COMPLETE_OR_REPLACE,patient-web/app/[locale]/mental-health/page.tsx;patient-web/app/api/mental-health/sessions/route.ts;patient-web/lib/api/breathing-server.ts;patient-web/lib/api/patient-allowlist.ts;patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Protected breathing history exists, but no start/live guidance/entry/escalation CTA. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-153,mental-health/crisis-support,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/mental-health/hub.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Crisis-contact cards do not provide call/SOS/geolocation/handoff/confirmation safety workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-154,mental-health/hub,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/mental-health/index.tsx;patient-mobile/app/mental-health/self-assessment.tsx;patient-mobile/app/mental-health/meditation.tsx;patient-mobile/app/mental-health/breathing.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Wellbeing aggregates/history links exist but no active care, therapist, safety or crisis escalation workflow is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-0",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-155,mental-health/index,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Wellbeing aggregates/history links exist but no active care, therapist, safety or crisis escalation workflow is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-0",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-156,mental-health/meditation,COMPLETE_OR_REPLACE,patient-web/app/[locale]/mental-health/page.tsx;patient-web/app/api/mental-health/sessions/route.ts;patient-web/lib/api/patient-allowlist.ts;patient-web/lib/api/meditation-server.ts;patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Protected meditation history exists, but no start/program/feedback/intervention CTA. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-157,mental-health/mood-journal,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/mental-health/hub.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No mood-journal entry or clinical escalation surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-158,mental-health/self-assessment,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No self-assessment/scoring consent or clinical referral surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-159,mental-health/therapist-match,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No therapist-match/provider/booking surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/MENTAL_HEALTH_INTERVENTION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-160,notifications/index,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/notifications/index.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected inbox/settings link exists but no mark-read/delete/deep-link action. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-161,nursing/live-tracking,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nursing/nurse-profile.tsx;patient-mobile/app/orders/index.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web nursing live-tracking surface was located; generic home-care catalog is not equivalent evidence. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-162,nursing/nurse-profile,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nursing/service-details.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web nursing-profile surface was located; generic home-care catalog is not equivalent evidence. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-163,nursing/service-details,BUILD,patient-mobile/app/(tabs)/nursing.tsx;patient-mobile/app/nursing/service-info.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Home-care service detail displays catalog facts only; no nursing booking/provider/payment/insurance handoff is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-2,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-164,nursing/service-info,BUILD,patient-mobile/app/(tabs)/nursing.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Home-care service information is catalog-only; no nursing service workflow or authoritative fulfillment state is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-165,nutrition/ai-meal-planner,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-166,nutrition/ai-plan-builder,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-167,nutrition/body-composition,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-168,nutrition/body-target,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nutrition/hub.tsx;patient-mobile/app/nutrition/body-composition.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-169,nutrition/calorie-analyzer,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-170,nutrition/daily-tracker,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/nutrition/hub.tsx;patient-mobile/app/nutrition/ai-meal-planner.tsx;patient-mobile/app/nutrition/exercise-plan.tsx;patient-mobile/app/nutrition/water-tracker.tsx;patient-mobile/app/nutrition/log-meal.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-171,nutrition/exercise-plan,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-172,nutrition/food-scanner,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-173,nutrition/hub,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/nutrition/index.tsx;patient-mobile/app/nutrition/body-target.tsx;patient-mobile/app/nutrition/ai-plan-builder.tsx;patient-mobile/app/nutrition/nutrition-plan.tsx;patient-mobile/app/services/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-174,nutrition/index,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-175,nutrition/log-meal,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nutrition/food-scanner.tsx;patient-mobile/app/nutrition/hub.tsx;patient-mobile/app/nutrition/daily-tracker.tsx;patient-mobile/app/nutrition/calorie-analyzer.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-176,nutrition/nutrition-plan,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-177,nutrition/water-tracker,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web nutrition route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-178,offers/[id],BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/offers/[id].tsx;patient-mobile/app/consultations/offer/[id].tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-179,offers/index,BUILD,patient-mobile/app/offers/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-010,(onboarding)/index,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Public landing exists but is not Mobile onboarding state machine. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-011,(onboarding)/language,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(onboarding)/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No onboarding language surface/control found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-012,(onboarding)/permissions,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No onboarding permissions/consent surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-125,index,COMPLETE_OR_REPLACE,patient-web/template.json;patient-web/proxy.ts;patient-web/components.json;patient-mobile/package-lock.json;patient-mobile/tsconfig.json;backend/package-lock.json;patient-web/messages/fil.json;patient-web/messages/ur.json;patient-web/messages/en.json;patient-web/app/robots.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Public landing exists but not authenticated patient home parity. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-180,orders/index,COMPLETE_OR_REPLACE,patient-mobile/app/orders/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Read-only pharmacy-order history and client status tabs; no provider/payment/insurance lifecycle evidence. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-181,payments/failed,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/payments/failed.tsx;patient-mobile/app/payments/processing.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-182,payments/failure,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-183,payments/processing,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/payment.tsx;patient-mobile/app/payments/processing.tsx;patient-mobile/app/nursing/nurse-profile.tsx;patient-mobile/app/consultations/booking-confirm.tsx;patient-mobile/app/diagnostics/book.tsx;patient-mobile/app/wallet/topup.tsx;patient-mobile/app/insurance/approval-pending.tsx;patient-mobile/app/insurance/payment-split.tsx;patient-mobile/app/insurance/copay.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-184,payments/success,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/payments/success.tsx;patient-mobile/app/payments/processing.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-185,pharmacy/barcode-scanner,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/pharmacy.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-186,pharmacy/broadcast-status,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/broadcast-status.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web broadcast-status or pharmacy-offer surface was located in reviewed source; no mutation scan evidence for broadcast/select-offer exists. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_RE,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-187,pharmacy/cart,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/cart.tsx;patient-mobile/app/pharmacy/product-detail.tsx;patient-mobile/app/pharmacy/pharmacist-chat.tsx;patient-mobile/app/pharmacy/chat-with-pharmacist.tsx;patient-mobile/app/pharmacy/order-history.tsx;patient-mobile/app/pharmacy/scan-prescription.tsx;patient-mobile/app/pharmacy/manual-order.tsx;patient-mobile/app/(tabs)/pharmacy.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Cart summary renders server-returned groups/totals only; no cart mutation, submit, geo, Rx, offer or checkout CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2026-08-26",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-188,pharmacy/chat-with-pharmacist,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/order-tracking.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-189,pharmacy/checkout,BUILD,patient-mobile/app/pharmacy/cart.tsx;patient-mobile/app/pharmacy/rx-order.tsx;patient-mobile/app/pharmacy/checkout.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Checkout route is a GET total preview with only a back link; no offer selection, payment, insurance or order submit CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2026",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-190,pharmacy/custom-item,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-191,pharmacy/drug-not-found,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/barcode-scanner.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-192,pharmacy/filters,BUILD,patient-mobile/app/pharmacy/filters.tsx;patient-mobile/app/(tabs)/pharmacy.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-193,pharmacy/manual-order,BUILD,patient-mobile/app/pharmacy/cart.tsx;patient-mobile/app/(tabs)/pharmacy.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-194,pharmacy/medicine-compare,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web pharmacy auxiliary surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_AUXILIARY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-195,pharmacy/order-confirm,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/order-confirm.tsx;patient-mobile/app/pharmacy/waiting-for-pharmacy.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web order-confirmation surface or order-submit mutation was located in reviewed source; post-order read pages do not prove confirmation. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIE,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-196,pharmacy/order-history,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/pharmacist-chat.tsx;patient-mobile/app/(tabs)/pharmacy.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Read-only pharmacy-order history; client status bucket is not an authoritative fulfillment/payment state machine. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-197,pharmacy/order-tracking,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/broadcast-status.tsx;patient-mobile/app/pharmacy/order-history.tsx;patient-mobile/app/pharmacy/payment.tsx;patient-mobile/app/pharmacy/order-tracking.tsx;patient-mobile/app/payments/success.tsx;patient-mobile/app/health/refills.tsx;patient-mobile/app/health/chronic-medications.tsx;patient-mobile/app/orders/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Tracking is a protected read summary only; no accept-offer, payment, cancel, contact, dispute or delivery-confirmation CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
