planning_id	evidence_class	allowed_for_build	workstream	severity	owner	status	source	summary	required_gate
0D-PATIENT-MOBILE-00015	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	app/loyalty/referrals.tsx:238	"client computes or trusts payment/order totals without server-authoritative proof. Static signal: {stats.total} {stats.total === 1 ? ""صديق"" : ""أصدقاء""}"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00017	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	app/loyalty/challenges.tsx:106	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const total = item.target_count || 7;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00024	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	catalog/discovery	P0	patient-mobile	UNIQUE_DEFECT	app/search/index.tsx:43	client-side token persistence or raw token propagation requires secure session boundary. Static signal: AsyncStorage.setItem(RECENT_KEY, JSON.stringify(next)).catch(() => {});	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00029	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/diagnostics/cart.tsx:41	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const baseTotal = items.reduce((sum, item) => sum + item.price * item.qty, 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00031	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	consultation/booking	P0	patient-mobile	UNIQUE_DEFECT	app/diagnostics/booking-success.tsx:25	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const bookingTotal = typeof total === 'string' && total ? total : null;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00093	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	family/health	P1	patient-mobile	UNIQUE_DEFECT	app/family/member-health.tsx:105	mock/dummy/placeholder/fallback data is present in a product-facing path. Static signal: // Honest failure: no permission or network — show empty state, not dummy data	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00094	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	app/(onboarding)/index.tsx:80	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(STORAGE_KEYS.ONBOARDING_DONE, 'true');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00095	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	app/(onboarding)/permissions.tsx:69	"client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(STORAGE_KEYS.ONBOARDING_DONE, ""true"");"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00100	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/(tabs)/pharmacy.tsx:134	client-side token persistence or raw token propagation requires secure session boundary. Static signal: AsyncStorage.setItem(ck, JSON.stringify({ data: rows, ts: Date.now() })).catch(() => {});	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00120	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	consultation/booking	P0	patient-mobile	UNIQUE_DEFECT	app/consultations/booking-confirm.tsx:148	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const subtotal = basePrice + homeVisitFee;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00142	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	patient-mobile	UNIQUE_DEFECT	app/(auth)/login.tsx:99	client-side token persistence or raw token propagation requires secure session boundary. Static signal: catch (_err) { await AsyncStorage.setItem(STORAGE_KEYS.AUTH_TOKEN, jwtToken); }	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00144	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	patient-mobile	UNIQUE_DEFECT	app/(auth)/register.tsx:121	client-side token persistence or raw token propagation requires secure session boundary. Static signal: catch (_err) { await AsyncStorage.setItem(STORAGE_KEYS.AUTH_TOKEN, jwtToken); }	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00146	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	patient-mobile	UNIQUE_DEFECT	app/(auth)/otp.tsx:132	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(STORAGE_KEYS.ONBOARDING_DONE, 'true');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00165	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/pharmacy/payment.tsx:56	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const serverTotal = isInsurance ? Number(order?.insurance_copay || 0) : Number(order?.total || 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00167	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/pharmacy/order-tracking.tsx:91	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const total = Number(orderData?.total);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00172	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/pharmacy/reorder.tsx:46	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const total = selected.reduce((s, i) => s + i.price * i.qty, 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00177	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	app/pharmacy/checkout.tsx:71	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const preTotal = subtotal + deliveryFee;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00203	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/constants/index.ts:11	hard-coded secret/token or bearer credential exposed in client source. Static signal: export const GOOGLE_MAPS_API_KEY = process.env.EXPO_PUBLIC_GOOGLE_MAPS_API_KEY ?? '';	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00208	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/i18n/LanguageManager.ts:51	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem('app_language', lang);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00211	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/services/FileManager.ts:117	client computes or trusts payment/order totals without server-authoritative proof. Static signal: let total = 0;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00213	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P1	patient-mobile	UNIQUE_DEFECT	src/services/FeatureFlags.ts:71	mock/dummy/placeholder/fallback data is present in a product-facing path. Static signal: loyalty_program:       false,   // coming soon	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00214	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/services/FeatureFlags.ts:193	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00216	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	catalog/discovery	P0	patient-mobile	UNIQUE_DEFECT	src/hooks/useOfflineData.ts:43	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(storageKey, JSON.stringify({ data: fresh, ts: Date.now() }));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00217	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	patient-mobile	UNIQUE_DEFECT	src/hooks/useBiometricAuth.ts:35	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(`${BIOMETRIC_KEY}_asked`, '1');	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00219	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	insurance/payment	P0	patient-mobile	UNIQUE_DEFECT	src/utils/insurance-copay-contract.ts:20	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const copay = Number(request.copay_amount ?? 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00221	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/utils/selectedAddress.ts:22	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(SELECTED_ADDRESS_KEY, JSON.stringify(addr));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00223	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/utils/deviceId.ts:30	client-side token persistence or raw token propagation requires secure session boundary. Static signal: try { await AsyncStorage.setItem(KEY, id); } catch { /* best-effort */ }	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00224	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	chat/support	P0	patient-mobile	UNIQUE_DEFECT	src/utils/medication-notifications.ts:68	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(key, JSON.stringify(value));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00227	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/utils/security.ts:17	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(key, value);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00229	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/utils/dates.ts:47	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(STORAGE_KEY, p).catch(() => {});	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00231	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/utils/prefetch.ts:20	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(`@nabdah_offline_${cacheKey}`, JSON.stringify({ data, ts: Date.now() }));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00235	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/core/data/AsyncStorageDataSource.ts:47	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(this.itemKey(item.id), JSON.stringify(item));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00240	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	src/core/platform/commerce/CartManager.ts:95	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const subtotal = items.reduce((acc, item) => acc + (item.unitPrice.amount * item.quantity), 0);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00242	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	admin/provider-ops	P0	patient-mobile	UNIQUE_DEFECT	src/guided-tour/providers/PersistenceManager.ts:6	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(`@nabdah_tour_${record.tourId}_${record.userId}`, JSON.stringify(record));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00243	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/store/persistence/SecureStorageAdapter.ts:100	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(key, encryptedValue);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00244	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P1	patient-mobile	UNIQUE_DEFECT	src/components/ScreenStates.tsx:10	mock/dummy/placeholder/fallback data is present in a product-facing path. Static signal: * silently swallowed behind static fake data. Wrap any data-driven screen:	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00246	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/theme/ThemeEngine.ts:52	client-side token persistence or raw token propagation requires secure session boundary. Static signal: await AsyncStorage.setItem(THEME_CONFIG_KEY, JSON.stringify(_themeConfig));	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00248	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-mobile	UNIQUE_DEFECT	src/context/AppContext.tsx:121	client-side token persistence or raw token propagation requires secure session boundary. Static signal: AsyncStorage.setItem(STORAGE_THEME, m).catch((_err) => {	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00249	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	src/context/DiagnosticsCartContext.tsx:115	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const subtotal = useMemo(() => items.reduce((acc, i) => acc + i.price * i.qty, 0), [items]);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-MOBILE-00251	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	pharmacy/orders	P0	patient-mobile	UNIQUE_DEFECT	src/context/CartContext.tsx:179	client computes or trusts payment/order totals without server-authoritative proof. Static signal: const subtotal = useMemo(() => items.reduce((acc, i) => acc + i.price * i.qty, 0), [items]);	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00256	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	identity/session	P0	patient-web	UNIQUE_DEFECT	client/src/_core/hooks/useAuth.ts:54	client-side token persistence or raw token propagation requires secure session boundary. Static signal: localStorage.setItem(	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00258	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-web	UNIQUE_DEFECT	client/src/contexts/ThemeContext.tsx:41	"client-side token persistence or raw token propagation requires secure session boundary. Static signal: localStorage.setItem(""theme"", theme);"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00259	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-web	UNIQUE_DEFECT	client/src/components/Map.tsx:89	hard-coded secret/token or bearer credential exposed in client source. Static signal: const API_KEY = import.meta.env.VITE_FRONTEND_FORGE_API_KEY;	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00260	STATIC_DEFECT_RECONFIRM_REQUIRED	NO_UNTIL_INDEPENDENT_RECONFIRMATION	cross-surface	P0	patient-web	UNIQUE_DEFECT	client/src/components/DashboardLayout.tsx:52	client-side token persistence or raw token propagation requires secure session boundary. Static signal: localStorage.setItem(SIDEBAR_WIDTH_KEY, sidebarWidth.toString());	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
