surface	source_path	line	signal	snippet	classification	required_disposition
provider	src/screens/doctor/DoctorOpsScreens.tsx	244	placeholder	"<View style={{ flex: 2 }}><NInput label={AR ? 'الاسم بالإنجليزي' : 'English name'} value={nameEn} onChange={setNameEn} placeholder=""Pharyngitis"" /></View>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorOpsScreens.tsx	245	placeholder	"<View style={{ flex: 1 }}><NInput label=""ICD"" value={icd} onChange={setIcd} placeholder=""J02.9"" /></View>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorOpsScreens.tsx	249	placeholder	<NInput label={AR ? 'بحث' : 'Search'} value={search} onChange={(v: string) => { setSearch(v); load(v); }} placeholder={AR ? 'ابحث في تشخيصاتك…' : 'Search your diagnoses…'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	416	placeholder	"<NInput label={AR ? 'نسبة تحمل المريض (SAR)' : 'Patient Co-Pay (SAR)'} value={patientCopay} onChange={setPatientCopay} kbType=""numeric"" placeholder=""e.g. 50"" icon="""" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	417	placeholder	"<NInput label={AR ? 'تحمل شركة التأمين (SAR)' : 'Insurance Coverage (SAR)'} value={insuranceCoverage} onChange={setInsuranceCoverage} kbType=""numeric"" placeholder=""e.g. 150"" icon="""" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	418	placeholder	"<NInput label={AR ? 'رقم الموافقة المرجعي (Approval Code)' : 'Approval Code'} value={approvalCode} onChange={setApprovalCode} placeholder=""e.g. NPH-9213"" icon="""" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	460	demo	// Fallback: show demo appointments when API unavailable	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	789	placeholder	<TextInput style={{ flex: 1, backgroundColor: theme.surface2, borderRadius: R.full, paddingHorizontal: SP.md, paddingVertical: SP.sm, color: theme.text, textAlign: AR ? 'right' : 'left' }} placeholder={AR ? 'اكتب رسالة...' : 'Type a message...'} placeholderTextColor={theme.textSub} value={msgInput} onChangeText={setMsgInput} onSubmitEditing={() => {	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	987	placeholder	<NInput label={AR ? 'الجرعة' : 'Dosage'} placeholder={AR ? 'مثال: قرص واحد' : 'e.g., 1 tablet'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1032	placeholder	placeholder={AR ? 'مثال: تناول الدواء بعد الأكل، الإكثار من الماء...' : 'e.g., Take with food, drink plenty of water...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1067	placeholder	<NSearch value={search} onChange={setSearch} placeholder={AR ? 'اسم الدواء...' : 'Medication name...'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1106	placeholder	<NInput label={AR ? 'اسم النموذج' : 'Template Title'} value={templateName} onChange={setTemplateName} placeholder={AR ? 'مثال: نموذج علاج الربو' : 'e.g., Asthma Treatment'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1173	placeholder	<NInput label={AR ? 'التشخيص' : 'Diagnosis'}  placeholder={AR ? 'سبب الإجازة الطبية' : 'Medical reason for leave'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1176	placeholder	"<NInput label={AR ? 'تاريخ البداية' : 'Start Date'} placeholder=""YYYY-MM-DD"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1220	demo	// Graceful fallback for demo/offline	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1308	placeholder	placeholder={AR ? 'اشرح سبب التحويل ومعلومات ذات صلة...' : 'Explain the reason and relevant information...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1668	placeholder	placeholder={AR ? 'أضف وسماً (مثال: متعاون، مدخن)' : 'Add tag (e.g. Cooperative, Smoker)'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1696	placeholder	placeholder={AR ? 'اكتب ملاحظة خاصة عن المريض (سرية ولن تظهر له)...' : 'Write a private note (confidential, hidden from patient)...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	1901	placeholder	// CHAT TAB (placeholder — full chat in Phase 6)	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2008	placeholder	placeholder={AR ? 'اكتب رسالة...' : 'Type a message...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2092	mock	// Mock facility link state	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2104	mock	// Mock facility permissions locking	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2302	placeholder	"placeholder=""J06.9"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2412	placeholder	placeholder={AR ? 'اذكر الأعراض والفحوصات والنتائج...' : 'State symptoms, examinations and findings...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2417	placeholder	placeholder={AR ? 'التشخيص النهائي...' : 'Final diagnosis...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	2422	placeholder	placeholder={AR ? 'العلاج والتوصيات...' : 'Treatment and recommendations...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	3189	mock	// Mock bar chart data	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorDashboard.tsx	4203	placeholder	<View style={{ flex: 1 }}><NInput value={msg} onChange={setMsg} placeholder={AR ? 'اكتب رسالة...' : 'Type a message...'} /></View>	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	351	placeholder	placeholder={AR ? 'اختر التخصص...' : 'Select Specialty...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	359	placeholder	placeholder={AR ? 'اختر الدرجة...' : 'Select Degree...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	363	placeholder	<NInput label={AR ? 'النبذة التعريفية (Bio)' : 'Bio'} value={data.bio} onChange={v=>update({bio:v})} multi lines={4} placeholder={AR ? 'تحدث عن خبرتك...' : 'Talk about your experience...'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	686	placeholder	"<NInput label={AR ? 'إجازة مخطط لها' : 'Planned Vacation'} placeholder={AR ? 'اضغط لاختيار تاريخ إجازتك...' : 'Choose vacation date...'} value={data.vacationDate} onChange={(val) => { update({ vacationDate: val }); setShowVacationCal(false); }} editable={false} icon=""calendar"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	1049	placeholder	placeholder={AR ? 'الاسم الثلاثي' : 'Full Name'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	1055	placeholder	placeholder={AR ? 'مثل: مالك، مدير عام' : 'e.g., Owner, General Manager'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	1069	placeholder	placeholder={AR ? 'اسم مطابق للهوية/السجل التجاري' : 'Name matching ID/CR'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/doctor/DoctorRegistration.tsx	1075	placeholder	"placeholder=""SA0000000000000000000000"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	217	placeholder	placeholder={AR ? 'معمل نبضة للتحاليل الطبية' : 'Nabdah Medical Radiology'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	225	placeholder	"placeholder=""Nabdah Medical Radiology"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	236	placeholder	placeholder={AR ? 'محمد أحمد' : 'Mohamed Ahmed'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	244	placeholder	"placeholder=""lab@email.com"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	272	placeholder	placeholder={AR ? 'خالد المالكي' : 'Khalid Al-Malki'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	280	placeholder	"placeholder=""123456"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	291	placeholder	"placeholder=""••••••••"" value={data.password}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	301	placeholder	"placeholder=""••••••••"" value={data.confirmPass}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	481	placeholder	"placeholder=""1234567890"" value={data.crNumber}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	487	placeholder	"placeholder=""MOH-LAB-XXXXX"" value={data.mohLicense}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	496	placeholder	placeholder={AR ? 'فئة أ / فئة ب / فئة ج' : 'Class A / Class B / Class C'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	503	placeholder	placeholder={AR ? 'CBAHI, CAP, ISO 15189' : 'CBAHI, CAP, ISO 15189'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	514	placeholder	"placeholder=""RSO-RAD-XXXXX"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	521	placeholder	placeholder={AR ? 'رنين مغناطيسي MRI، أشعة مقطعية CT، موجات فوق صوتية US' : 'MRI, CT, Ultrasound, X-Ray'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	531	placeholder	"placeholder=""SA0000000000000000000000"" value={data.iban}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	537	placeholder	"placeholder=""300XXXXXXXXX003"" value={data.taxNumber}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	639	placeholder	placeholder={AR ? 'حي الورود' : 'Al-Wurud'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	643	placeholder	placeholder={AR ? 'شارع الأمير سلطان، الرياض' : 'Prince Sultan Road, Riyadh'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	670	sample	label={AR ? 'خدمة سحب العينات المنزلية' : 'Home Sample Collection'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	728	placeholder	"placeholder=""0"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	746	placeholder	"placeholder=""2"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	910	placeholder	placeholder={AR ? 'ابحث عن فحص...' : 'Search test/scan...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	987	placeholder	placeholder={`${test.hours}h`}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1219	placeholder	placeholder={AR ? 'باقة الفحص الشامل' : 'Full Checkup Package'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1226	placeholder	"placeholder=""Full Checkup Package"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1262	placeholder	"placeholder=""20"" value={bundle.discount}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1390	placeholder	"<NInput label={AR ? 'وقت البدء (صباحاً)' : 'Morning Open'} placeholder=""08:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1393	placeholder	"<NInput label={AR ? 'وقت الإغلاق (صباحاً)' : 'Morning Close'} placeholder=""14:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1401	placeholder	"<NInput label={AR ? 'وقت البدء (مساءً)' : 'Evening Open'} placeholder=""16:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1404	placeholder	"<NInput label={AR ? 'وقت الإغلاق (مساءً)' : 'Evening Close'} placeholder=""22:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1437	placeholder	"<NInput label={AR ? 'من' : 'From'} placeholder=""07:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1440	placeholder	"<NInput label={AR ? 'إلى' : 'To'} placeholder=""14:00"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1449	placeholder	<NInput label={AR ? 'إجازة مخطط لها' : 'Planned Vacation'} placeholder={AR ? 'اختر التاريخ من التقويم...' : 'Select vacation date...'} value={data.vacationDate} editable={false} onChange={() => {}} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1753	placeholder	<NInput value={data.signerName} onChange={v => update({ signerName: v })} placeholder={AR ? 'الاسم الثلاثي' : 'Full Name'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1756	placeholder	<NInput value={data.signerRole} onChange={v => update({ signerRole: v })} placeholder={AR ? 'مثال: المالك، المدير العام' : 'e.g. Owner, General Manager'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1772	placeholder	placeholder={AR ? 'اسم مطابق للهوية/السجل التجاري' : 'Name matching ID/CR'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyRegistration.tsx	1778	placeholder	"placeholder=""SA0000000000000000000000"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyDashboard.tsx	292	placeholder	"<NInput label={AR ? 'رمز الموافقة (NPHIES)' : 'NPHIES Approval Code'} value={nphiesCode} onChange={setNphiesCode} placeholder=""NPH-2024-XXXXX"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyDashboard.tsx	382	placeholder	"<NInput label={AR ? 'رابط HTTPS لتقرير PDF الموقّع' : 'HTTPS URL for the signed PDF report'} value={pdfUrl} onChange={setPdfUrl} placeholder=""https://authorized-storage.example/report.pdf"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyDashboard.tsx	383	placeholder	<NInput label={AR ? 'النتائج السريرية (Findings)' : 'Clinical Findings'} value={findings} onChange={setFindings} multi lines={4} placeholder={AR ? 'اذكر النتائج الإشعاعية...' : 'Describe radiology findings...'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyDashboard.tsx	391	placeholder	"<NInput label={AR ? 'رابط PACS/DICOM الخارجي' : 'External PACS/DICOM URL'} value={dicomUrl} onChange={setDicomUrl} placeholder=""https://pacs.hospital.com/viewer/..."" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/radiology/RadiologyDashboard.tsx	481	placeholder	"<NInput label={AR ? 'اسم الفحص (عربي)' : 'Scan Name (Arabic)'} value={nameAr} onChange={setNameAr} placeholder=""رنين مغناطيسي الدماغ بصبغة"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
