confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_SECURITY_DEFECT_KILL_SWITCH_PRIVILEGED_ROLE_APPROVAL_AUDIT	F-651	R-02A	src/modules/admin-governance/admin-governance.module.ts:244–286	Privileged provider/admin commands and reads rely on JWT or broad role context without a consistently verified role, organization/facility assignment, resource relationship, purpose, state and actor/reason audit boundary.	Every privileged provider/admin read or mutation is deny-by-default and verifies active role, organization/facility assignment, resource relationship, purpose and command state; sensitive actions carry immutable actor/reason audit and bounded projections.	Identity/Authorization + Provider Operations + Admin Governance	F-606,F-679,F-681,F-683,F-875,F-878,F-880,F-883,F-887	FINAL_MAPPED	Manual mapping; finance/legal/facility/clinical/realtime/release authorization labels remain intentionally owned by their specialized roots with R-02A dependency where applicable.
CONFIRMED_ROOT_SECURITY_DEFECT_LEGACY_SOCKET_CLIENT_CONTROLLED_PRIVATE_ROOMS	F-355	R-18A	src/modules/socket/socket.gateway.ts:27–37	Realtime/websocket transports expose query credentials or uncontrolled origin/room/payload behavior and lack authenticated bounded event authorization, audience projection, offline acknowledgement/replay and transport-abuse controls.	Realtime connections use secure handshake credential handling, normalized origin allowlist, expiry/revocation, bounded typed payloads and per-event authorization; delivery is audience-minimized, acknowledged/replayable with explicit degraded state and legacy global/client-controlled rooms are removed or hardened.	Realtime Platform + Security/Privacy	F-298,F-299,F-356,F-357,F-358,F-1130,F-1131,F-1134,F-2419,F-2421,F-2428,F-2429	FINAL_MAPPED	Manual mapping; domain SSE booking privacy remains R-03D and event-platform durability is R-09A.
CONFIRMED_ROOT_SECURITY_DEFECT_LEGACY_SOCKET_UNAUTHENTICATED_GLOBAL_BROADCAST	F-354	R-18A	src/modules/socket/socket.gateway.ts:6–23	Realtime/websocket transports expose query credentials or uncontrolled origin/room/payload behavior and lack authenticated bounded event authorization, audience projection, offline acknowledgement/replay and transport-abuse controls.	Realtime connections use secure handshake credential handling, normalized origin allowlist, expiry/revocation, bounded typed payloads and per-event authorization; delivery is audience-minimized, acknowledged/replayable with explicit degraded state and legacy global/client-controlled rooms are removed or hardened.	Realtime Platform + Security/Privacy	F-298,F-299,F-356,F-357,F-358,F-1130,F-1131,F-1134,F-2419,F-2421,F-2428,F-2429	FINAL_MAPPED	Manual mapping; domain SSE booking privacy remains R-03D and event-platform durability is R-09A.
CONFIRMED_ROOT_SECURITY_DEFECT_LEGAL_ACCEPTANCE_DEVICE_PLATFORM_EVIDENCE_PROVENANCE	F-1508	R-24A	src/modules/legal/legal.module.ts:108–118	Legal policy and acceptance handling lacks immutable typed consent value/version/artifact evidence, owner/org scope, Arabic artifact fidelity, effective/publication rules, unique idempotent archive lifecycle, device/platform provenance and bounded pending applicability.	Every consent/acceptance records an immutable typed value, policy version/effective artifact digest and authorized subject/organization scope; policy publication is allowlisted/versioned, acceptance is unique/idempotent/archive-durable with device/platform provenance and pending applicability is explicitly bounded/audited.	Legal/Compliance + Privacy	F-1509	FINAL_MAPPED	Manual mapping; family/clinical/insurance consent and generic approval workflow remain specialized roots with legal-evidence dependency where applicable.
CONFIRMED_ROOT_SECURITY_DEFECT_LEGAL_POLICY_UPSERT_FIELD_ALLOWLIST_PUBLICATION_GATE	F-1503	R-24A	src/modules/legal/legal.module.ts:68–95,180–185	Legal policy and acceptance handling lacks immutable typed consent value/version/artifact evidence, owner/org scope, Arabic artifact fidelity, effective/publication rules, unique idempotent archive lifecycle, device/platform provenance and bounded pending applicability.	Every consent/acceptance records an immutable typed value, policy version/effective artifact digest and authorized subject/organization scope; policy publication is allowlisted/versioned, acceptance is unique/idempotent/archive-durable with device/platform provenance and pending applicability is explicitly bounded/audited.	Legal/Compliance + Privacy	F-1509	FINAL_MAPPED	Manual mapping; family/clinical/insurance consent and generic approval workflow remain specialized roots with legal-evidence dependency where applicable.
CONFIRMED_ROOT_SECURITY_DEFECT_MEMORY_MONGO_URI_STRUCTURED_REDACTED_LOGGING	F-1301	R-13D	src/main.ts:33–40	Operational telemetry, Sentry/context, logs and cache responses lack a consistent sensitive-field classification, redaction/clearance, cardinality/retention and safe public DTO/key policy.	Observability and caches collect/emit only allowlisted classified fields, clear request/user context deterministically, redact secrets/PHI/identifiers, bound metric labels and retention, and use explicit public DTO/cache namespace policies with auditable failure handling.	Operations/Observability + Security/Privacy	F-1309,F-1313,F-1520,F-1526,F-2485,F-2491,F-2493,F-3759	FINAL_MAPPED	Manual mapping; cache availability/invalidation/reliability and runtime readiness remain R-16/R-26 dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_NONPRODUCTION_EXTERNAL_CORS_DEFAULT_DENY	F-1291	R-22D	src/main.ts:44–55	Security configuration and API/documentation surfaces lack controlled secret/config validation, trusted origin/CORS/CSP/body-limit policy, safe OpenAPI session contract/route parity and build-context secret exclusion.	Configuration is typed and fail-closed across environments; secrets are managed/rotated/audited, origins/CORS/CSP/body limits are allowlisted, API docs expose only safe contracts behind environment access control, and build context excludes secrets by policy.	Security Engineering + Platform	F-2442	FINAL_MAPPED	Manual mapping; release deployment execution and external secret presence are separate R-15/runtime verification matters.
CONFIRMED_ROOT_SECURITY_DEFECT_NOTIFICATION_DEEP_LINK_ROUTE_PARAM_ALLOWLIST_CAPABILITY	F-859	R-09B	src/modules/admin-notification-center/admin-notification-center.module.ts:38,67–90,194–198	Notification preferences, campaign/reminder commands and delivery/read outcomes lack a unified approved-audience/template/link, atomic claim/idempotency, provider receipt/failure and privacy-safe analytics contract.	Notification commands use consent/preference/suppression-aware authoritative audience snapshots, approved localized templates and scoped links; campaigns/reminders are idempotent leased jobs with durable attempts/receipts/read outcomes, bounded analytics and actor/reason audit.	Notifications + Admin Operations + Patient Mobile	F-032,F-154,F-167,F-871,F-906,F-1496,F-1497,F-1498	FINAL_MAPPED	Manual mapping; OTP/mail/SMS transport, chat/realtime and domain event production are deliberately excluded for separate roots.
CONFIRMED_ROOT_SECURITY_DEFECT_OTP_MAIL_JOB_DEADLINE_ATTEMPT_CANCELLATION_ENFORCEMENT	F-1123	R-01A	src/modules/notifications/processors/mail.processor.ts:9–17	OTP identity success is not bound to a verified usable delivery channel and canonical one-time challenge lifecycle.	An identity assertion may succeed only after server-verified challenge issuance, normalized destination, usable delivery/correlation, one-time verification, expiry, rate/lockout and audit.	Identity/Auth + SMS/Mail	F-455,F-1119,F-1125,F-2524,F-2525	FINAL_MAPPED	Manual mapping; deadline/cancellation must not yield identity success.
CONFIRMED_ROOT_SECURITY_DEFECT_OTP_MAIL_JOB_VERSIONED_SCHEMA_ISSUER_EXPIRY_VALIDATION	F-1118	R-01A	src/modules/notifications/processors/mail.processor.ts:9–13	OTP identity success is not bound to a verified usable delivery channel and canonical one-time challenge lifecycle.	An identity assertion may succeed only after server-verified challenge issuance, normalized destination, usable delivery/correlation, one-time verification, expiry, rate/lockout and audit.	Identity/Auth + SMS/Mail	F-455,F-1119,F-1125,F-2524,F-2525	FINAL_MAPPED	Manual mapping; async mail contract is part of challenge lifecycle.
CONFIRMED_ROOT_SECURITY_DEFECT_PASSKEY_CHALLENGE_COUNTER_CREDENTIAL_LIFECYCLE_ATOMICITY	F-186	R-22A	src/modules/auth/passkey.service.ts:117–150,175–205	User/device authentication and push-device binding lack verified token/credential ownership, challenge nonce/counter lifecycle, platform/attestation allowlist, expiry/revocation/transfer audit and fail-closed sensitive endpoint enforcement.	Device and social/passkey trust use verified issuer/audience/nonce/counter and owner binding, platform attestation allowlists, short-lived revocable credentials, transfer/rotation audit and fail-closed enforcement on sensitive endpoints; no client-supplied device identity becomes trust.	Identity Security + Device Trust	F-3749,F-3757	FINAL_MAPPED	Manual mapping; Redis outage behavior remains R-16A runtime-gated dependency and push delivery belongs to R-09B.
CONFIRMED_ROOT_SECURITY_DEFECT_PRODUCTION_CSP_UNSAFE_INLINE_UNBOUNDED_HTTPS_IMAGE	F-1293	R-22D	src/main.ts:70–81	Security configuration and API/documentation surfaces lack controlled secret/config validation, trusted origin/CORS/CSP/body-limit policy, safe OpenAPI session contract/route parity and build-context secret exclusion.	Configuration is typed and fail-closed across environments; secrets are managed/rotated/audited, origins/CORS/CSP/body limits are allowlisted, API docs expose only safe contracts behind environment access control, and build context excludes secrets by policy.	Security Engineering + Platform	F-2442	FINAL_MAPPED	Manual mapping; release deployment execution and external secret presence are separate R-15/runtime verification matters.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_DRUG_INDEX_SCOPE_CONTRACT	F-953	R-06C2	src/modules/compat/compat.module.ts:923–1024	Provider drug index lacks provider/facility scope contract.	Medication indexes are provider/facility/role scoped, use authoritative catalog/stock boundaries and return minimum permitted fields.	Pharmacy Inventory/Catalog	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to pharmacy inventory/shortage root.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_JOB_COMMAND_DTO_IDENTIFIER_REASON_VALIDATION	F-1281	R-16G	src/modules/provider-jobs/provider-jobs.module.ts:254–267	Provider job queues can expose excess clinical/contact data, fabricate commercial defaults, use global unbounded pagination, lack actor/role provenance and accept weak command identifier/reason input.	Provider job queues use minimum necessary clinical/contact DTOs, authoritative commercial fields, bounded scoped pagination, verified actor/role provenance and typed validated idempotent command reasons with audit.	Provider Jobs + Clinical Privacy + Workflow	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual provider-jobs root; queue execution and runtime workers were not accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_JOB_RAW_INSURANCE_APPROVAL_FIELD_AUTHORITY	F-1279	R-04A1	src/modules/provider-jobs/provider-jobs.module.ts:228–245	Provider jobs treats raw insurance approval field as authoritative.	Insurance approval state is resolved from canonical policy/provider decision workflow; provider jobs only consume approved minimum derived state.	Insurance Orchestration + Provider Jobs	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to insurance decision root.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_LEGAL_ENDPOINT_ROLE_ORGANIZATION_SCOPE	F-500	R-24A	src/modules/legal/legal-enterprise.controller.ts:75–123	Legal policy and acceptance handling lacks immutable typed consent value/version/artifact evidence, owner/org scope, Arabic artifact fidelity, effective/publication rules, unique idempotent archive lifecycle, device/platform provenance and bounded pending applicability.	Every consent/acceptance records an immutable typed value, policy version/effective artifact digest and authorized subject/organization scope; policy publication is allowlisted/versioned, acceptance is unique/idempotent/archive-durable with device/platform provenance and pending applicability is explicitly bounded/audited.	Legal/Compliance + Privacy	F-1509	FINAL_MAPPED	Manual mapping; family/clinical/insurance consent and generic approval workflow remain specialized roots with legal-evidence dependency where applicable.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_ONBOARDING_IDENTITY_VERIFICATION_CREDENTIAL_GATE	F-615	R-21D	src/modules/provider-onboarding/provider-onboarding.module.ts:45–78,432–436	Provider onboarding lacks a verified provider identity/credential and account-provenance gate, encrypted/retained typed draft and minimum progress projection, default-deny contract visibility, durable submit/moderation and immutable resubmission review-state lifecycle.	Provider onboarding binds a verified credentialed identity to a controlled account record; drafts are typed/encrypted/retention-bounded, progress and contracts are minimum/default-deny, submit/moderation is durable/idempotent/audited, and resubmission follows a versioned immutable review state machine.	Provider Onboarding + Identity/Privacy	F-626	FINAL_MAPPED	Manual mapping; contract artifact safe-media mechanics are R-07B3/R-22C and verified public search projection is R-12B.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_ONBOARDING_SINGLE_IDENTITY_NO_PASSWORD_HASH_MIRROR_VERIFICATION_PROVENANCE	F-623	R-21D	src/modules/provider-onboarding/provider-onboarding.module.ts:325–379	Provider onboarding lacks a verified provider identity/credential and account-provenance gate, encrypted/retained typed draft and minimum progress projection, default-deny contract visibility, durable submit/moderation and immutable resubmission review-state lifecycle.	Provider onboarding binds a verified credentialed identity to a controlled account record; drafts are typed/encrypted/retention-bounded, progress and contracts are minimum/default-deny, submit/moderation is durable/idempotent/audited, and resubmission follows a versioned immutable review state machine.	Provider Onboarding + Identity/Privacy	F-626	FINAL_MAPPED	Manual mapping; contract artifact safe-media mechanics are R-07B3/R-22C and verified public search projection is R-12B.
CONFIRMED_ROOT_SECURITY_DEFECT_PROVIDER_PAYOUT_ROLE_ORGANIZATION_SCOPE	F-487	R-05B2	src/modules/payouts/provider-payouts.controller.ts:9–18,45–120	Payout routes rely on authentication but do not establish an explicit provider role/organization entitlement contract for withdrawal operations.	Provider payout/withdrawal requires a verified provider organization and bank context, a reserved immutable ledger amount, explicit versioned approve/reject/settle/reverse transitions, separation of duties and immutable actor/reason audit. Payout request/list responses expose only a purpose-authorized, redacted projection; controller success is never settlement proof.	Finance/Payouts + Provider/Admin + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing idempotency/index mapping F-489 and derived F-733 remain unchanged. Runtime settlement, cross-ledger invariant and aggregation claims remain separate verification gates; no bank account, ledger, payout or runtime operation was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_PUBLIC_SEARCH_REGEX_RESOURCE_GUARD	F-3774	R-12B	src/modules/seo-search/seo-search.module.ts:121–134	Public and cross-domain discovery searches lack consistent bounded/escaped query, sensitivity, verified-publication, minimum projection and retention contracts.	Discovery/search inputs are typed, escaped and resource-bounded; results are from verified/publication-authorized entities only, return minimum public DTOs, protect sensitive terms and apply pagination/cursor/retention/audit policy.	Public Discovery/Search + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; admin directory, recruitment, ratings and other vertical searches remain specialized roots.
CONFIRMED_ROOT_SECURITY_DEFECT_PUBLIC_SSE_BOOKING_EVENT_IDOR	F-1127	R-18A	src/modules/realtime/realtime.sse.ts:27–36	Public booking SSE authorizes subscription only by client-supplied type/id, enabling identifier guessing and cross-booking event access.	Realtime/SSE subscriptions require a server-issued expiring scoped capability tied to a verified subject/booking/tenant relationship; public status, if permitted, is a separate opaque capability and minimum event DTO. Connections, heartbeats, subscriptions and buffers have per-principal budgets, bounded lifetime/backpressure and explicit degraded/replay/acknowledgement semantics. A stream is never authorization or delivery proof.	Realtime Platform + Security/Privacy	F-1129,F-1135,F-1136	FINAL_MAPPED	Manual mapping from frozen backend archive. F-1133 disconnect teardown and F-1137 global metrics/policy integration remain runtime verification gates. No realtime connection, event, booking, tenant data or runtime service was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_RATE_LIMIT_REDIS_FAIL_OPEN	F-685	R-22F	src/modules/api-security/api-security.module.ts:72–100	API abuse controls can fail open or use non-atomic counters/raw URL policy, lack degraded enforcement/reconciliation and privacy-safe security-event governance/admin projection/retention.	Abuse controls use canonical normalized route/policy keys, atomic distributed limits with fail-closed or explicit degraded enforcement/reconciliation, and security events use minimum redacted/audited retention and scoped admin projections.	API Security + Platform Reliability + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; Redis availability/atomic primitive runtime behavior remains R-16A external verification gate.
CONFIRMED_ROOT_SECURITY_DEFECT_RATING_COMMAND_DTO_COMMENT_IDENTIFIER_PROVIDER_VALIDATION	F-1161	R-21F	src/modules/ratings/ratings.module.ts:5,17,60,80,91–104	Ratings lack verified completed patient-provider/entity eligibility, unique atomic command semantics, canonical provider aggregate/reconciliation, anonymous minimum public projection, bounded query/DTO validation and index verification.	Ratings are accepted only for verified completed patient-provider/entity relationships, unique/idempotent and validated commands, canonical provider identity aggregates with reconciliation, anonymous/redacted public views, bounded pagination and verified indexes.	Patient Experience + Trust/Safety + Provider Governance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; booking completion and provider identity are authoritative dependencies, not rating-owned truth.
CONFIRMED_ROOT_SECURITY_DEFECT_RATING_MINE_SHARED_ENTITY_IDENTIFIER_ELIGIBILITY_VALIDATOR	F-1160	R-21F	src/modules/ratings/ratings.module.ts:80–82,101–105	Ratings lack verified completed patient-provider/entity eligibility, unique atomic command semantics, canonical provider aggregate/reconciliation, anonymous minimum public projection, bounded query/DTO validation and index verification.	Ratings are accepted only for verified completed patient-provider/entity relationships, unique/idempotent and validated commands, canonical provider identity aggregates with reconciliation, anonymous/redacted public views, bounded pagination and verified indexes.	Patient Experience + Trust/Safety + Provider Governance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; booking completion and provider identity are authoritative dependencies, not rating-owned truth.
CONFIRMED_ROOT_SECURITY_DEFECT_RAW_URL_RATE_POLICY	F-689	R-22F	src/modules/api-security/api-security.module.ts:24–32,86–145	API abuse controls can fail open or use non-atomic counters/raw URL policy, lack degraded enforcement/reconciliation and privacy-safe security-event governance/admin projection/retention.	Abuse controls use canonical normalized route/policy keys, atomic distributed limits with fail-closed or explicit degraded enforcement/reconciliation, and security events use minimum redacted/audited retention and scoped admin projections.	API Security + Platform Reliability + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; Redis availability/atomic primitive runtime behavior remains R-16A external verification gate.
CONFIRMED_ROOT_SECURITY_DEFECT_RECRUITMENT_CANDIDATE_DELETION_LICENSE_VERIFICATION_LIFECYCLE	F-1139	R-21B	src/modules/recruitment/recruitment.module.ts:23–34	Recruitment jobs/applications lack one authoritative candidate principal, facility/publication/legal state, credential/CV lifecycle, unique application, typed query/projection and actor/CAS/audit contract.	Recruitment commands verify candidate principal and facility authority, accept typed bounded inputs, secure/scan/retain credentials and CVs by policy, use unique idempotent applications, versioned legal-state transitions with actor audit, and expose only published minimum job/application projections through bounded queries.	Recruitment Platform + Facility Governance + Privacy	F-1151	FINAL_MAPPED	Manual mapping; safe storage is R-22C/R-07B, consent evidence is R-24A and durable event infrastructure is R-09A/R-16.
CONFIRMED_ROOT_SECURITY_DEFECT_RECRUITMENT_CANDIDATE_JOB_APPLICATION_DTO_PRINCIPAL_VALIDATION	F-1138	R-21B	src/modules/recruitment/recruitment.module.ts:1–15,18–67,220–284	Recruitment jobs/applications lack one authoritative candidate principal, facility/publication/legal state, credential/CV lifecycle, unique application, typed query/projection and actor/CAS/audit contract.	Recruitment commands verify candidate principal and facility authority, accept typed bounded inputs, secure/scan/retain credentials and CVs by policy, use unique idempotent applications, versioned legal-state transitions with actor audit, and expose only published minimum job/application projections through bounded queries.	Recruitment Platform + Facility Governance + Privacy	F-1151	FINAL_MAPPED	Manual mapping; safe storage is R-22C/R-07B, consent evidence is R-24A and durable event infrastructure is R-09A/R-16.
CONFIRMED_ROOT_SECURITY_DEFECT_RECRUITMENT_JOB_FACILITY_PUBLICATION_STATE_SERVER_AUTHORITY	F-1141	R-21B	src/modules/recruitment/recruitment.module.ts:53–68	Recruitment jobs/applications lack one authoritative candidate principal, facility/publication/legal state, credential/CV lifecycle, unique application, typed query/projection and actor/CAS/audit contract.	Recruitment commands verify candidate principal and facility authority, accept typed bounded inputs, secure/scan/retain credentials and CVs by policy, use unique idempotent applications, versioned legal-state transitions with actor audit, and expose only published minimum job/application projections through bounded queries.	Recruitment Platform + Facility Governance + Privacy	F-1151	FINAL_MAPPED	Manual mapping; safe storage is R-22C/R-07B, consent evidence is R-24A and durable event infrastructure is R-09A/R-16.
CONFIRMED_ROOT_SECURITY_DEFECT_RECRUITMENT_PUBLIC_AUTH_QUERY_CURSOR_COST_VALIDATION	F-1150	R-21B	src/modules/recruitment/recruitment.module.ts:90–111,257–262	Recruitment jobs/applications lack one authoritative candidate principal, facility/publication/legal state, credential/CV lifecycle, unique application, typed query/projection and actor/CAS/audit contract.	Recruitment commands verify candidate principal and facility authority, accept typed bounded inputs, secure/scan/retain credentials and CVs by policy, use unique idempotent applications, versioned legal-state transitions with actor audit, and expose only published minimum job/application projections through bounded queries.	Recruitment Platform + Facility Governance + Privacy	F-1151	FINAL_MAPPED	Manual mapping; safe storage is R-22C/R-07B, consent evidence is R-24A and durable event infrastructure is R-09A/R-16.
CONFIRMED_ROOT_SECURITY_DEFECT_REDIS_CACHE_COOKIE_SESSION_AUTH_AWARE_PUBLIC_OPTIN	F-2497	R-13D	src/common/redis-cache.interceptor.ts:18–20	Cache bypass checks only Authorization header, so cookie/session-authenticated or other identity-context requests can enter a shared public cache without explicit opt-in/variance policy.	Observability and caches use only explicit public-route eligibility and allowlisted public DTOs/namespaces; identity, session, cookie, purpose and location variance are fail-closed, classified/redacted and auditable.	Operations/Observability + Security/Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing cache privacy/mechanics mappings remain unchanged; F-2507/F-2508 remain runtime integration gates. No Redis, cache value, session, response or runtime route was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_REDIS_CACHE_EXPLICIT_PUBLIC_ROUTE_RESPONSE_NAMESPACE_POISONING_POLICY	F-2505	R-13D	src/common/redis-cache.interceptor.ts:10–35	Interceptor caches every unauthenticated GET from raw original URL without explicit public-route/response DTO allowlist or namespace-poisoning policy.	Observability and caches use only explicit public-route eligibility and allowlisted public DTOs/namespaces; identity, session, cookie, purpose and location variance are fail-closed, classified/redacted and auditable.	Operations/Observability + Security/Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing cache privacy/mechanics mappings remain unchanged; F-2507/F-2508 remain runtime integration gates. No Redis, cache value, session, response or runtime route was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_REDIS_RATE_LIMIT_NON_ATOMIC_FAILOVER_DIVERGENCE	F-441	R-16A	src/modules/redis/redis.service.ts:308–313	Redis degrades to per-process non-atomic/fake-ready primitives, has ambiguous connection health, lossy pubsub, unsafe rate-limit failover, unbounded key scanning and untyped corruption semantics.	Distributed locks, idempotency, sessions, rate limits and events fail closed or enter explicit degraded mode; Redis health is per dependency with deadlines, storage access is bounded/typed, and events use durable outbox/replay rather than silent pubsub loss.	Platform Reliability + Security	F-196,F-286,F-2568	FINAL_MAPPED	Manual mapping; runtime Redis MISCONF/connectivity behavior remains an unclosed external verification blocker.
CONFIRMED_ROOT_SECURITY_DEFECT_REFRESH_SESSION_REDIS_FAIL_OPEN	F-180	R-01B	src/modules/auth/auth.service.ts:46–70,73–105 ; src/modules/auth/auth.controller.ts:241–247	Refresh/session validity can fail open when Redis-backed revocation state is unavailable.	Authentication/session refresh must fail closed or use explicitly verified local cryptographic state; refresh/revoke/rotation/expiry are server-authoritative and auditable.	Identity/Auth + Platform Redis	F-2410	FINAL_MAPPED	Manual mapping; shared R-16 degraded dependency.
CONFIRMED_ROOT_SECURITY_DEFECT_RETURN_REFUND_FINANCE_AUTHORIZATION_AUDIT	F-480	R-05B1	src/modules/returns/returns.controller.ts:37–45 ; src/modules/returns/returns.service.ts:156–185	Return approval/refund execution has insufficient finance-specific authorization, separation-of-duties and immutable decision/audit guarantees.	Refund/return is created and settled only from an eligible server-owned order, booking and payment state. Amount, currency, return-policy version, scope and reversal are canonical and auditable; admin/provider/patient queues expose only purpose-authorized minimum projections with bounded cursor/pagination. Attachment lifecycle remains a separate safe-asset root.	Payments/Finance + Returns + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing F-479/F-483 settlement and F-485 derived saga mapping stay unchanged; F-486 attachment governance remains the distinct R-07B2 root. No refund, payment, order, document or runtime service was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_RULE_ERROR_REDACTION	F-918	R-21A	src/modules/business-rules/business-rules.module.ts:59–61,72–80,136–138	Business-rules policy evaluation trusts caller context, lacks persisted/versioned surge/eligibility/capability authority and fail-closed missing/invalid inputs, can issue nonauthoritative pricing/payment results, and lacks admin separation/concurrency/redacted projection enforcement.	Business policy evaluation receives authoritative typed context only, is versioned/persisted and concurrency-safe, fails closed for unknown/missing eligibility/capability/payment inputs, returns bounded/redacted explainable results, and is enforced at owning commands with separated policy administration.	Business Policy Platform + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; insurance, payment, pricing, provider capability and booking aggregates retain authority for their own decisions and settlements.
CONFIRMED_ROOT_SECURITY_DEFECT_RULE_RESULT_PROJECTION	F-922	R-21A	src/modules/business-rules/business-rules.module.ts:29–39,142–163	Business-rules policy evaluation trusts caller context, lacks persisted/versioned surge/eligibility/capability authority and fail-closed missing/invalid inputs, can issue nonauthoritative pricing/payment results, and lacks admin separation/concurrency/redacted projection enforcement.	Business policy evaluation receives authoritative typed context only, is versioned/persisted and concurrency-safe, fails closed for unknown/missing eligibility/capability/payment inputs, returns bounded/redacted explainable results, and is enforced at owning commands with separated policy administration.	Business Policy Platform + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; insurance, payment, pricing, provider capability and booking aggregates retain authority for their own decisions and settlements.
CONFIRMED_ROOT_SECURITY_DEFECT_SEO_PUBLIC_ENTITY_TYPE_ALLOWLIST	F-3763	R-12C	src/modules/seo-search/seo-search.module.ts:23–51,304–307	SEO/public catalog routes lack typed canonical identity, public DTO/indexability/publication gates, truthful commercial metadata, safe XML and durable catalog-publication projection semantics.	SEO/publication emits only type-allowlisted canonical entities with collision-safe identity, verified publication/indexability lifecycle, minimum public fields, truthful price/availability/LLM metadata, escaped XML and durable reconciled projection updates.	SEO/Public Discovery + Catalog Governance	F-2548,F-3773	FINAL_MAPPED	Manual mapping; IndexNow transport/release, clinical medicine recommendation and cache/runtime gates remain separate dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_SEO_XML_ESCAPING	F-3771	R-12C	src/modules/seo-search/seo-search.module.ts:109–119,352–362	SEO/public catalog routes lack typed canonical identity, public DTO/indexability/publication gates, truthful commercial metadata, safe XML and durable catalog-publication projection semantics.	SEO/publication emits only type-allowlisted canonical entities with collision-safe identity, verified publication/indexability lifecycle, minimum public fields, truthful price/availability/LLM metadata, escaped XML and durable reconciled projection updates.	SEO/Public Discovery + Catalog Governance	F-2548,F-3773	FINAL_MAPPED	Manual mapping; IndexNow transport/release, clinical medicine recommendation and cache/runtime gates remain separate dependencies.
CONFIRMED_ROOT_SECURITY_DEFECT_SERVICE_CATALOG_ACTIVE_PROVIDER_FACILITY_CAPABILITY_AUTHORIZATION	F-709	R-12G	src/modules/service-catalog/service-catalog.module.ts:63–75	Service catalog capability checks broad provider roles and ownership rows but does not establish active facility/service readiness, approved capability, professional/facility relation or state-specific authorization before exposing or changing catalog service data.	Provider service catalog commands and read capability require verified actor role, provider/facility relationship, approved service capability and current operational state. A role string, ownership map or catalog row is not proof that a provider may offer, price, schedule or fulfill a clinical service.	Service Catalog + Provider Governance + Security	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen baseline source. Derived IDs are only those returned by targeted aggregate search; unrelated catalog/SEO keyword findings were not absorbed. No migration/backfill, price/offer, provider capability, catalog update, slug resolution against live data, runtime request or production record was accessed.
CONFIRMED_ROOT_SECURITY_DEFECT_SERVICE_CATALOG_PATCH_DELETE_ATOMIC_IMMUTABLE_FIELDS	F-708	R-12A	src/modules/service-catalog/service-catalog.module.ts:93–116	Service catalog commands lack a single typed allowlisted owner/version/approval/schedule/publication lifecycle with immutable-field and projection controls.	Catalog entries use typed entity/owner/field rules, explicit capability/approval/reason/version/idempotency, bounded schedule semantics, immutable patch/delete protections and least-data admin/public projections; publication follows a durable reconciled lifecycle.	Service Catalog + Provider Governance	F-612,F-715,F-717,F-937,F-949,F-2834	FINAL_MAPPED	Manual mapping; provider/facility authorization F-709 and slot/timezone F-713 remain in R-02/R-03 dependencies.
