screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/core/platform/auth/AccountLockoutService.ts	identity/session	client/state/service	32: * Record a failed login attempt. Automatically locks if max attempts reached. || 49: * Reset attempts on successful login || 32: * Record a failed login attempt. Automatically locks if max attempts reached. || 49: * Reset attempts on successful login || 4: failedAttempts: number; || 12: private MAX_FAILED_ATTEMPTS = 5; || 32: * Record a failed login attempt. Automatically locks if max attempts reached. || 34: public recordFailedAttempt(identifier: string): void { || 35: const record = this.attemptsTracker.get(identifier) || { failedAttempts: 0, lockedUntil: null }; || 36: record.failedAttempts += 1; || 38: if (record.failedAttempts >= this.MAX_FAILED_ATTEMPTS) { || 42: this.log.debug(`Failed attempt recorded for ${identifier}. Total: ${record.failedAttempts}`); || 49: * Reset attempts on successful login || 53: this.log.debug(`Resetting failed attempts for ${identifier}`); || 42: this.log.debug(`Failed attempt recorded for ${identifier}. Total: ${record.failedAttempts}`); || 4: failedAttempts: number; || 12: private MAX_FAILED_ATTEMPTS = 5; || 32: * Record a failed login attempt. Automatically locks if max attempts reached. || 34: public recordFailedAttempt(identifier: string): void { || 35: const record = this.attemptsTracker.get(identifier) || { failedAttempts: 0, lockedUntil: null }; || 36: record.failedAttempts += 1; || 38: if (record.failedAttempts >= this.MAX_FAILED_ATTEMPTS) { || 42: this.log.debug(`Failed attempt recorded for ${identifier}. Total: ${record.failedAttempts}`); || 53: this.log.debug(`Resetting failed attempts for ${identifier}`);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/auth/PasswordPolicyService.ts	identity/session	client/state/service	2: import { ValidationError } from '../../domain/errors'; || 27: * Throws ValidationError if rules are violated. || 31: throw new ValidationError(`Password must be at least ${this.config.minLength} characters`); || 35: throw new ValidationError('Password must contain at least one uppercase letter'); || 39: throw new ValidationError('Password must contain at least one lowercase letter'); || 43: throw new ValidationError('Password must contain at least one number'); || 47: throw new ValidationError('Password must contain at least one special character'); || 2: import { ValidationError } from '../../domain/errors'; || 27: * Throws ValidationError if rules are violated. || 31: throw new ValidationError(`Password must be at least ${this.config.minLength} characters`); || 35: throw new ValidationError('Password must contain at least one uppercase letter'); || 39: throw new ValidationError('Password must contain at least one lowercase letter'); || 43: throw new ValidationError('Password must contain at least one number'); || 47: throw new ValidationError('Password must contain at least one special character');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/auth/AuthProviders.ts	identity/session	client/state/service	1: import { SessionData } from './SessionManager'; || 4: token?: string; // For OAuth/Apple || 8: otp?: string; || 14: signIn(credentials: AuthCredentials): Promise<SessionData>; || 15: signUp(credentials: AuthCredentials): Promise<SessionData>; || 17: refreshToken(token: string): Promise<SessionData>; || 18: revokeSession(sessionId: string): Promise<void>; || 21: verifyOTP(identifier: string, code: string): Promise<boolean>; || 32: public async signIn(credentials: AuthCredentials): Promise<SessionData> { return {} as SessionData; } || 33: public async signUp(credentials: AuthCredentials): Promise<SessionData> { return {} as SessionData; } || 35: public async refreshToken(token: string): Promise<SessionData> { return {} as SessionData; } || 36: public async revokeSession(sessionId: string): Promise<void> {}	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/auth/AppLockService.ts	identity/session	client/state/service	37: this.onLockCallback(); // Triggers UI to show AppLock screen || 2: import { AppState, AppStateStatus } from 'react-native'; || 14: * Initializes AppState listener to track background/foreground transitions || 19: AppState.addEventListener('change', this.handleAppStateChange.bind(this)); || 23: private handleAppStateChange(nextAppState: AppStateStatus): void { || 24: if (nextAppState === 'background' || nextAppState === 'inactive') { || 26: } else if (nextAppState === 'active') { || 43: * Unlocks the app (typically called after successful Biometric verification) || 8: private TIMEOUT_MS = 5 * 60 * 1000; // 5 minutes inactivity timeout || 27: this.checkTimeout(); || 31: private checkTimeout(): void { || 33: if (inactiveDuration > this.TIMEOUT_MS && !this.isLocked) { || 34: this.log.warn('App timeout reached. Locking app.');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/realtime/RealtimeClient.ts	pharmacy/orders	client/state/service	2: import { io, Socket } from 'socket.io-client'; || 6: export type SocketStatus = 'connecting' | 'connected' | 'disconnected' | 'reconnecting'; || 16: private status: SocketStatus = 'disconnected'; || 17: private socket: Socket | null = null; || 21: * Initialize socket connection with Auth Token. || 24: if (this.status === 'connected' && this.socket?.connected) return; || 31: const cleanUrl = baseUrl.replace('/api/v1', '').replace('/api', ''); || 33: this.socket = io(cleanUrl, { || 35: transports: ['websocket'], || 41: this.socket.on('connect', () => { || 43: this.log.info(`Realtime connected: ${this.socket?.id}`); || 46: this.socket.on('disconnect', (reason) => { || 21: * Initialize socket connection with Auth Token. || 23: public async connect(authToken?: string): Promise<void> { || 29: const token = authToken || (await SecureStore.getItemAsync(STORAGE_KEYS.AUTH_TOKEN)); || 34: auth: { token }, || 6: export type SocketStatus = 'connecting' | 'connected' | 'disconnected' | 'reconnecting'; || 16: private status: SocketStatus = 'disconnected'; || 24: if (this.status === 'connected' && this.socket?.connected) return; || 26: this.status = 'connecting'; || 42: this.status = 'connected'; || 47: this.status = 'disconnected'; || 51: this.socket.on('connect_error', (err) => { || 52: this.status = 'disconnected';	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/user/index.ts	identity/session	source/config	1: export * from './RoleManager';	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/user/RoleManager.ts	pharmacy/orders	source/config	2: import { UserRole } from '../../domain/entities'; || 4: export type PermissionKey = || 10: | 'access_admin_dashboard' || 12: | 'manage_roles'; || 14: export class RoleManager { || 15: private log = logger.scope('RoleManager'); || 18: private rolePermissions: Record<UserRole, PermissionKey[]> = { || 26: admin: [ || 28: 'access_admin_dashboard', 'manage_users' || 33: * Check if a role has a specific permission || 35: public hasPermission(role: UserRole, permission: PermissionKey): boolean { || 36: const permissions = this.rolePermissions[role] || []; || 25: insurance: ['view_medical_records'],	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/user/UserProfileService.ts	identity/session	client/state/service	37: public async updateEmergencyContact(patientId: string, contact: ContactInfo): Promise<void> { || 41: public async getProviderProfile(providerId: string): Promise<Provider | null> {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/jobs/JobManager.ts	catalog/discovery	source/config	3: export type JobStatus = 'pending' | 'running' | 'completed' | 'failed' | 'retrying'; || 11: retryCount: number; || 30: retryCount: 0, || 49: * Cancel a pending job || 51: public async cancel(jobId: string): Promise<boolean> { || 53: if (idx !== -1 && ['pending', 'retrying'].includes(this.jobs[idx].status)) { || 55: this.log.info(`Cancelled job: ${jobId}`); || 3: export type JobStatus = 'pending' | 'running' | 'completed' | 'failed' | 'retrying'; || 10: status: JobStatus; || 11: retryCount: number; || 29: status: 'pending', || 30: retryCount: 0, || 41: * Get the status of a specific job || 43: public async getJobStatus(jobId: string): Promise<JobStatus | null> { || 45: return job ? job.status : null; || 49: * Cancel a pending job || 51: public async cancel(jobId: string): Promise<boolean> { || 53: if (idx !== -1 && ['pending', 'retrying'].includes(this.jobs[idx].status)) { || 55: this.log.info(`Cancelled job: ${jobId}`); || 8: payload: any; || 23: public async enqueue(name: string, payload: any, priority: Job['priority'] = 'normal'): Promise<string> { || 27: payload, || 3: export type JobStatus = 'pending' | 'running' | 'completed' | 'failed' | 'retrying'; || 11: retryCount: number;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/integration/Adapters.ts	identity/session	source/config	16: getRoutePath(startCoords: any, endCoords: any): Promise<any>; || 32: submitClaim(claimData: any): Promise<{ claimId: string; status: string }>; || 8: verifyOTP(phone: string, code: string): Promise<boolean>; || 31: verifyPolicy(policyNumber: string, patientId: string): Promise<{ isValid: boolean; coverageDetails: any }>; || 32: submitClaim(claimData: any): Promise<{ claimId: string; status: string }>; || 28: // Insurance Verification Provider Interface || 30: export interface InsuranceProvider { || 31: verifyPolicy(policyNumber: string, patientId: string): Promise<{ isValid: boolean; coverageDetails: any }>;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/communication/MessagingService.ts	chat/support	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/communication/NotificationCenterManager.ts	chat/support	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/commerce/CartManager.ts	pharmacy/orders	source/config	37: throw new Error(`Quantity ${item.quantity} violates rules (min: ${quantityRules.min}, max: ${quantityRules.max})`); || 89: status: 'pending' || 10: subtotal: Money; || 11: tax: Money; || 14: total: Money; || 21: unit_price: number; || 57: unit_price: item.unitPrice.amount, || 86: unitPrice: { amount: dbItem.unit_price, currency: 'SAR' }, || 93: public async calculateSummary(taxRate: number, deliveryFeeValue: number): Promise<CartSummary> { || 95: const subtotal = items.reduce((acc, item) => acc + (item.unitPrice.amount * item.quantity), 0); || 96: const tax = subtotal * taxRate; || 98: const total = subtotal + tax + deliveryFeeValue - discount; || 104: subtotal: { amount: subtotal, currency }, || 105: tax: { amount: tax, currency }, || 37: throw new Error(`Quantity ${item.quantity} violates rules (min: ${quantityRules.min}, max: ${quantityRules.max})`); || 89: status: 'pending'	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/id/IdGenerator.ts	pharmacy/orders	source/config	12: * Generate a short ID for orders/invoices	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/business/FavoritesManager.ts	pharmacy/orders	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/business/ReviewManager.ts	pharmacy/orders	source/config	14: public async submitReview(params: CreateReviewParams): Promise<Review> { || 15: this.log.info(`Submitting ${params.rating}-star review by ${params.authorId} for ${params.targetId}`); || 25: public async getTargetReviews(targetId: string, page = 1): Promise<Review[]> { || 19: status: 'pending', || 30: public async calculateAverageRating(targetId: string): Promise<{ average: number; totalCount: number }> { || 31: return { average: 0, totalCount: 0 }; || 19: status: 'pending',	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/business/LoyaltyManager.ts	insurance/payment	source/config	7: public async getLoyaltyStatus(userId: string): Promise<Loyalty> { || 8: this.log.debug(`Fetching loyalty status for ${userId}`); || 2: import { Loyalty, Wallet } from '../../domain/entities'; || 19: public async getWalletBalance(userId: string): Promise<Wallet> {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/cache/CacheManager.ts	catalog/discovery	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/platform/payment/PaymentProvider.ts	pharmacy/orders	client/state/service	34: * Refund a previously successful transaction. || 36: refundPayment(transactionId: string, amount?: Money): Promise<PaymentResponse>; || 13: status: 'success' | 'failed' | 'pending_auth'; || 34: * Refund a previously successful transaction. || 36: refundPayment(transactionId: string, amount?: Money): Promise<PaymentResponse>; || 44: * Check the final status of a pending transaction. || 46: checkStatus(transactionId: string): Promise<PaymentResponse['status']>; || 3: export interface PaymentRequest { || 7: method: 'card' | 'wallet' | 'cash' | 'apple-pay'; || 11: export interface PaymentResponse { || 20: payload: any; || 24: * Interface that all external payment gateways (Stripe, PayTabs, Moyasar, etc.) MUST implement. || 27: export interface PaymentProvider { || 29: * Initiate a payment transaction. || 31: processPayment(request: PaymentRequest): Promise<PaymentResponse>; || 34: * Refund a previously successful transaction. || 36: refundPayment(transactionId: string, amount?: Money): Promise<PaymentResponse>; || 46: checkStatus(transactionId: string): Promise<PaymentResponse['status']>; || 13: status: 'success' | 'failed' | 'pending_auth'; || 44: * Check the final status of a pending transaction.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/events/EventBus.ts	catalog/discovery	source/config	18: * Subscribe to a domain event || 20: public subscribe(eventName: string, handler: EventHandler): () => void { || 26: // Return unsubscribe function || 53: } catch (error) { || 54: this.log.error(`Error in event handler for ${eventName}`, error); || 7: payload: T; || 35: public publish<T>(eventName: string, payload: T, sourceModule: string): void { || 40: payload, || 50: setTimeout(async () => { || 53: } catch (error) { || 54: this.log.error(`Error in event handler for ${eventName}`, error);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/core/events/AuditManager.ts	pharmacy/orders	source/config	4: | 'USER_LOGIN' || 5: | 'LOGIN_FAILED' || 6: | 'USER_LOGOUT' || 4: | 'USER_LOGIN' || 5: | 'LOGIN_FAILED' || 6: | 'USER_LOGOUT' || 11: | 'ROLE_CHANGED' || 5: | 'LOGIN_FAILED' || 65: this.log.error('Failed to flush audit records, returning to queue', e); || 9: | 'PAYMENT_PROCESSED' || 5: | 'LOGIN_FAILED' || 64: } catch (e) { || 65: this.log.error('Failed to flush audit records, returning to queue', e);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/index.ts	admin/provider-ops	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/ui/SpotlightRenderer.tsx	pharmacy/orders	source/config	24: <Text style={styles.btn} onPress={onSkip}>Skip</Text> || 25: <Text style={styles.btnNext} onPress={onNext}>Next →</Text>	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/providers/ContentProvider.ts	admin/provider-ops	client/state/service	9: } catch (e) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/providers/PersistenceManager.ts	admin/provider-ops	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/engines/AnalyticsCollector.ts	cross-surface	source/config	26: // POST /api/v1/tours/analytics/events	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/engines/CooldownManager.ts	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/types/index.ts	cross-surface	source/config	1: export type TourStatus = 'idle' | 'loading' | 'starting' | 'active' | 'paused' | 'resuming' | 'celebrating' | 'completed' | 'skipped' | 'error' | 'recovering'; || 42: status: 'completed' | 'skipped' | 'in_progress' | 'skip_all'; || 43: completedSteps: string[]; || 48: completedAt?: string; || 1: export type TourStatus = 'idle' | 'loading' | 'starting' | 'active' | 'paused' | 'resuming' | 'celebrating' | 'completed' | 'skipped' | 'error' | 'recovering';	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/core/TourRegistry.ts	identity/session	source/config	6: register(tour: TourDefinition) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/core/TargetResolver.ts	identity/session	source/config	4: registerTarget(id: string, ref: any, layout: any) { || 8: unregisterTarget(id: string) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/guided-tour/core/TourEngine.ts	cross-surface	source/config	1: import { TourStatus, TourDefinition } from '../types'; || 4: private status: TourStatus = 'idle'; || 9: this.status = 'starting'; || 12: this.status = 'active'; || 30: this.status = 'skipped'; || 35: this.status = 'celebrating'; || 37: this.status = 'completed'; || 47: getStatus(): TourStatus { return this.status; } || 36: setTimeout(() => {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/ReducerManager.ts	cross-surface	client/state/service	5: reduce: (state: any, action: UnknownAction) => any; || 19: reduce: (state: any, action: UnknownAction) => { || 21: state = { ...state }; || 23: delete state[key]; || 27: return combinedReducer(state, action); || 43: // Push to keysToRemove to strip the state of this feature || 48: : (state: any) => state; // fallback if all reducers removed	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/FeatureRegistry.ts	pharmacy/orders	client/state/service	24: // Inject any reducers that were registered before the store was created || 33: * Register a new business module (e.g., Pharmacy, Consultations) || 35: public register(feature: FeatureModule) { || 37: console.warn(`[FeatureRegistry] Feature ${feature.name} is already registered.`); || 9: permissions?: string[];	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/types.ts	pharmacy/orders	client/state/service	7: *    - Events: `[Domain] [Action] [Status]` (e.g., `auth/login/pending`) || 7: *    - Events: `[Domain] [Action] [Status]` (e.g., `auth/login/pending`) || 8: *    - Commands: `[Domain]/[Verb][Subject]` (e.g., `auth/setToken`) || 2: * Nabdah Plus - Global State Architecture Types & Conventions || 7: *    - Events: `[Domain] [Action] [Status]` (e.g., `auth/login/pending`) || 19: * RootState will be built dynamically by ReducerManager. || 22: export interface DynamicRootState { || 27: * Common Loading State Enum || 29: export enum LoadingState { || 31: PENDING = 'pending', || 33: FAILED = 'failed', || 37: * Generic Slice State Structure for Async Entities || 39: export interface AsyncEntityState<T, E = string> { || 41: loading: LoadingState; || 42: error: E | null; || 7: *    - Events: `[Domain] [Action] [Status]` (e.g., `auth/login/pending`) || 27: * Common Loading State Enum || 29: export enum LoadingState { || 31: PENDING = 'pending', || 33: FAILED = 'failed', || 41: loading: LoadingState; || 42: error: E | null;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/selectors.ts	identity/session	client/state/service	2: import type { RootState } from './index'; || 9: // Basic State Selectors || 10: export const selectThemeState = (state: RootState) => state.theme; || 11: export const selectAuthState = (state: RootState) => state.auth; || 15: [selectThemeState], || 20: [selectAuthState], || 27: [selectThemeState, selectAuthState],	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/hooks.ts	cross-surface	client/state/service	2: import type { RootState, AppDispatch } from './index'; || 6: export const useAppSelector: TypedUseSelectorHook<RootState> = useSelector;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/index.ts	pharmacy/orders	client/state/service	13: REGISTER, || 76: ignoredActions: [FLUSH, REHYDRATE, PAUSE, PERSIST, PURGE, REGISTER], || 22: import { baseApi } from './api/baseApi'; || 28: import authReducer from './slices/authSlice'; || 31: import appointmentsReducer from './slices/appointmentsSlice'; || 32: import notificationsReducer from './slices/notificationsSlice'; || 54: const rootReducer = (state: any, action: UnknownAction) => { || 58: state = undefined; || 60: store?.dispatch(baseApi.util.resetApiState()); || 64: return reducerManager.reduce(state, action); || 78: immutableCheck: true, // Warns if state is mutated directly || 105: export type RootState = ReturnType<typeof rootReducer>; || 97: } catch (e) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/api/offlineHelpers.ts	chat/support	client/state/service	17: } catch (error: any) { || 18: // If it's a network error (no connection) || 19: if (error?.message === 'Network request failed' || error?.status === 0) { || 25: throw error; || 4: * RTK Query helper to wrap mutations with offline queue support. || 5: * If the device is offline, instead of failing, the action is queued. || 7: * Note: Actual offline queue execution is handled by `HttpClient.ts` (enqueueOfflineRequest). || 8: * This helper is for dispatching specific Redux actions when offline mutations happen. || 10: export const withOfflineSupport = async <T>( || 17: } catch (error: any) { || 18: // If it's a network error (no connection) || 19: if (error?.message === 'Network request failed' || error?.status === 0) { || 23: // Can also dispatch a generic 'offline/queued' action to show a toast || 25: throw error;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/api/tags.ts	pharmacy/orders	client/state/service		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/api/paginationHelpers.ts	catalog/discovery	client/state/service	10: arg: { page: number } || 12: if (!currentCache || arg.page === 1) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/api/baseApi.ts	chat/support	client/state/service	8: * This ensures RTK Query uses the exact same interceptors, retry logic, offline queue, || 9: * and token management as the rest of the application. || 3: import { httpRequest, HttpRequestConfig, HttpError } from '../../services/HttpClient'; || 8: * This ensures RTK Query uses the exact same interceptors, retry logic, offline queue, || 14: { status: number; data: unknown; message?: string } || 28: } catch (error: any) { || 30: error: { || 31: status: error?.response?.status || error?.status || 500, || 32: data: error?.response?.data || error?.data || null, || 33: message: error?.message || 'An unexpected error occurred.', || 3: import { httpRequest, HttpRequestConfig, HttpError } from '../../services/HttpClient'; || 8: * This ensures RTK Query uses the exact same interceptors, retry logic, offline queue, || 22: timeout: args.timeout, || 28: } catch (error: any) { || 30: error: { || 31: status: error?.response?.status || error?.status || 500, || 32: data: error?.response?.data || error?.data || null, || 33: message: error?.message || 'An unexpected error occurred.',	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/HttpClient.test.ts.bak	catalog/discovery	test	1: import { enqueueOfflineRequest } from '../../services/HttpClient'; || 9: describe('HttpClient Offline Queue', () => { || 15: await enqueueOfflineRequest('/test', { method: 'POST', body: { a: 1 } });	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/ReducerManager.test.ts	cross-surface	test	6: initialState: { value: 1 }, || 12: initialState: { value: 2 }, || 19: const state = manager.reduce(undefined, { type: 'INIT' }); || 20: expect(state).toHaveProperty('dummy1'); || 21: expect(state.dummy1.value).toBe(1); || 27: const state = manager.reduce(undefined, { type: 'INIT' }); || 28: expect(state).toHaveProperty('dummy2'); || 29: expect(state.dummy2.value).toBe(2); || 32: it('should remove a reducer and clean up its state', () => { || 38: // Initial state setup || 39: let state = manager.reduce(undefined, { type: 'INIT' }); || 40: expect(state).toHaveProperty('dummy2');	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/StoreVersionManager.test.ts	cross-surface	test	4: it('should migrate state successfully', async () => { || 5: const oldState = { _persist: { version: 0 }, oldData: true }; || 8: const newState = await storeVersionManager(oldState, 1); || 9: expect(newState).toBeDefined(); || 10: expect((newState as any).oldData).toBe(true); || 14: // A completely broken (undefined) inbound state must not crash the app: || 16: const brokenState = undefined; || 17: const newState = await storeVersionManager(brokenState, 1); || 18: expect(newState).toBeUndefined(); // fresh start — redux-persist re-initializes	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/recovery.test.ts	cross-surface	test		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/SecureStorageAdapter.test.ts	cross-surface	test		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/__tests__/baseApi.test.ts.bak	chat/support	test	1: import { baseApi } from '../api/baseApi'; || 2: import { httpRequest, HttpError } from '../../services/HttpClient'; || 6: HttpError: class extends Error { || 7: status: number; || 9: originalError?: unknown; || 10: constructor(status: number, code: string, message: string, originalError?: unknown) { || 12: this.status = status; || 14: this.originalError = originalError; || 20: it('should return data on success', async () => { || 21: (httpRequest as jest.Mock).mockResolvedValue({ data: { success: true } }); || 2: import { httpRequest, HttpError } from '../../services/HttpClient'; || 6: HttpError: class extends Error { || 9: originalError?: unknown; || 10: constructor(status: number, code: string, message: string, originalError?: unknown) { || 14: this.originalError = originalError;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
